query_id,subplan_id,true_rows,est_rows
408f3f94c386672c03af6b01705edab10554bba2,ci_kt_rt_t,20479036,6476312
408f3f94c386672c03af6b01705edab10554bba2,ci_n_rt_t,202143,1512
408f3f94c386672c03af6b01705edab10554bba2,it1_kt_mi1_t,65049,840
408f3f94c386672c03af6b01705edab10554bba2,ci_it1_mi1_n,36375,7
408f3f94c386672c03af6b01705edab10554bba2,ci_it1_mi1_rt,1956203,29368
408f3f94c386672c03af6b01705edab10554bba2,ci_mi1_n_rt,18092,82
408f3f94c386672c03af6b01705edab10554bba2,ci_it1_kt_mi1_t,3580662,30207
408f3f94c386672c03af6b01705edab10554bba2,ci_it1_mi1_n_t,36375,7
408f3f94c386672c03af6b01705edab10554bba2,ci_it1_mi1_rt_t,1956203,29368
408f3f94c386672c03af6b01705edab10554bba2,ci_kt_mi1_n_t,34771,85
408f3f94c386672c03af6b01705edab10554bba2,ci_kt_mi1_rt_t,1879820,353532
408f3f94c386672c03af6b01705edab10554bba2,ci_mi1_n_rt_t,18092,82
408f3f94c386672c03af6b01705edab10554bba2,ci_kt_n_rt_t,188088,648
408f3f94c386672c03af6b01705edab10554bba2,ci_it1_mi1_n_rt,18082,3
408f3f94c386672c03af6b01705edab10554bba2,ci_it1_kt_mi1_n_t,34753,3
408f3f94c386672c03af6b01705edab10554bba2,ci_it1_kt_mi1_rt_t,1872640,12586
408f3f94c386672c03af6b01705edab10554bba2,ci_it1_mi1_n_rt_t,18082,3
408f3f94c386672c03af6b01705edab10554bba2,ci_kt_mi1_n_rt_t,17229,35
408f3f94c386672c03af6b01705edab10554bba2,ci_it1_kt_mi1_n_rt_t,17220,1
47a4d3ab49e42b6418e9fdd96e1defad734968df,t,2528312,2528214
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci,36244344,36267348
47a4d3ab49e42b6418e9fdd96e1defad734968df,mi1,160400,106579
47a4d3ab49e42b6418e9fdd96e1defad734968df,it1,3,3
47a4d3ab49e42b6418e9fdd96e1defad734968df,kt,3,3
47a4d3ab49e42b6418e9fdd96e1defad734968df,n,49098,42094
47a4d3ab49e42b6418e9fdd96e1defad734968df,rt,4,4
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_t,36244344,36267348
47a4d3ab49e42b6418e9fdd96e1defad734968df,mi1_t,160400,106579
47a4d3ab49e42b6418e9fdd96e1defad734968df,kt_t,231371,1083520
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_mi1,2615506,3830776
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_n,458672,366333
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_rt,16059431,12089116
47a4d3ab49e42b6418e9fdd96e1defad734968df,it1_mi1,156044,2830
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_mi1_t,2615506,3830776
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_kt_t,3538267,15543149
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_n_t,458672,366333
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_rt_t,16059431,12089116
47a4d3ab49e42b6418e9fdd96e1defad734968df,it1_mi1_t,156044,2830
47a4d3ab49e42b6418e9fdd96e1defad734968df,kt_mi1_t,28971,45677
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_it1_mi1,2512615,101702
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_mi1_n,30679,38694
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_mi1_rt,1057687,1276925
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_n_rt,237598,122111
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_it1_mi1_t,2512615,101702
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_kt_mi1_t,399657,1641761
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_mi1_n_t,30679,38694
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_mi1_rt_t,1057687,1276925
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_kt_n_t,41788,157000
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_kt_rt_t,1518121,5181050
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_n_rt_t,237598,122111
47a4d3ab49e42b6418e9fdd96e1defad734968df,it1_kt_mi1_t,27929,1213
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_it1_mi1_n,29542,1027
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_it1_mi1_rt,1013315,33901
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_mi1_n_rt,13555,12898
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_it1_kt_mi1_t,381276,43587
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_it1_mi1_n_t,29542,1027
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_it1_mi1_rt_t,1013315,33901
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_kt_mi1_n_t,4131,16583
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_kt_mi1_rt_t,149549,547254
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_mi1_n_rt_t,13555,12898
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_kt_n_rt_t,20764,52333
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_it1_mi1_n_rt,13046,342
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_it1_kt_mi1_n_t,3941,440
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_it1_kt_mi1_rt_t,143449,14529
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_it1_mi1_n_rt_t,13046,342
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_kt_mi1_n_rt_t,1580,5528
47a4d3ab49e42b6418e9fdd96e1defad734968df,ci_it1_kt_mi1_n_rt_t,1522,147
489bec3358bf8af8fdd9807ffc819d0efbf0729c,t,2528312,2528214
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci,36244344,36267348
489bec3358bf8af8fdd9807ffc819d0efbf0729c,mi1,2132947,2060531
489bec3358bf8af8fdd9807ffc819d0efbf0729c,it1,2,2
489bec3358bf8af8fdd9807ffc819d0efbf0729c,kt,3,3
489bec3358bf8af8fdd9807ffc819d0efbf0729c,n,2145,417
489bec3358bf8af8fdd9807ffc819d0efbf0729c,rt,3,3
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_t,36244344,36267348
489bec3358bf8af8fdd9807ffc819d0efbf0729c,mi1_t,2132947,2060531
489bec3358bf8af8fdd9807ffc819d0efbf0729c,kt_t,2306626,1083520
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_mi1,39213333,74061809
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_n,16136,3629
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_rt,6027698,9066837
489bec3358bf8af8fdd9807ffc819d0efbf0729c,it1_mi1,2107085,36470
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_mi1_t,39213333,74061809
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_kt_t,33766297,15543149
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_n_t,16136,3629
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_rt_t,6027698,9066837
489bec3358bf8af8fdd9807ffc819d0efbf0729c,it1_mi1_t,2107085,36470
489bec3358bf8af8fdd9807ffc819d0efbf0729c,kt_mi1_t,1756038,883084
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_it1_mi1,37589002,1310828
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_mi1_n,21150,7411
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_mi1_rt,6493545,18515452
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_n_rt,4207,907
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_it1_mi1_t,37589002,1310828
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_kt_mi1_t,34893394,31740775
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_mi1_n_t,21150,7411
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_mi1_rt_t,6493545,18515452
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_kt_n_t,15231,1555
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_kt_rt_t,5607908,3885787
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_n_rt_t,4207,907
489bec3358bf8af8fdd9807ffc819d0efbf0729c,it1_kt_mi1_t,1732961,15630
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_it1_mi1_n,20615,131
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_it1_mi1_rt,6366745,327707
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_mi1_n_rt,6267,1853
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_it1_kt_mi1_t,33305573,561783
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_it1_mi1_n_t,20615,131
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_it1_mi1_rt_t,6366745,327707
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_kt_mi1_n_t,19488,3176
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_kt_mi1_rt_t,5749518,7935194
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_mi1_n_rt_t,6267,1853
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_kt_n_rt_t,4050,389
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_it1_mi1_n_rt,6248,33
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_it1_kt_mi1_n_t,18961,56
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_it1_kt_mi1_rt_t,5628514,140446
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_it1_mi1_n_rt_t,6248,33
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_kt_mi1_n_rt_t,5978,794
489bec3358bf8af8fdd9807ffc819d0efbf0729c,ci_it1_kt_mi1_n_rt_t,5960,14
49e6c3b35e606e07c932cef7a5cb267511679baa,t,2528312,2528214
49e6c3b35e606e07c932cef7a5cb267511679baa,ci,36244344,36267348
49e6c3b35e606e07c932cef7a5cb267511679baa,mi1,105580,50755
49e6c3b35e606e07c932cef7a5cb267511679baa,it1,2,2
49e6c3b35e606e07c932cef7a5cb267511679baa,kt,2,2
49e6c3b35e606e07c932cef7a5cb267511679baa,n,43018,417
49e6c3b35e606e07c932cef7a5cb267511679baa,rt,4,4
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_t,36244344,36267348
49e6c3b35e606e07c932cef7a5cb267511679baa,mi1_t,105580,50755
49e6c3b35e606e07c932cef7a5cb267511679baa,kt_t,1643801,722347
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_mi1,2244947,1824290
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_n,413338,3629
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_rt,11128156,12089116
49e6c3b35e606e07c932cef7a5cb267511679baa,it1_mi1,105254,898
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_mi1_t,2244947,1824290
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_kt_t,23369502,10362099
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_n_t,413338,3629
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_rt_t,11128156,12089116
49e6c3b35e606e07c932cef7a5cb267511679baa,it1_mi1_t,105254,898
49e6c3b35e606e07c932cef7a5cb267511679baa,kt_mi1_t,27554,14501
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_it1_mi1,2213201,32288
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_mi1_n,16098,183
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_mi1_rt,675888,608097
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_n_rt,112862,1210
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_it1_mi1_t,2213201,32288
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_kt_mi1_t,386804,521226
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_mi1_n_t,16098,183
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_mi1_rt_t,675888,608097
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_kt_n_t,249269,1037
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_kt_rt_t,7415882,3454033
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_n_rt_t,112862,1210
49e6c3b35e606e07c932cef7a5cb267511679baa,it1_kt_mi1_t,27552,257
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_it1_mi1_n,15676,3
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_it1_mi1_rt,661692,10763
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_mi1_n_rt,5077,61
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_it1_kt_mi1_t,386716,9225
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_it1_mi1_n_t,15676,3
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_it1_mi1_rt_t,661692,10763
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_kt_mi1_n_t,1840,52
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_kt_mi1_rt_t,82591,173742
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_mi1_n_rt_t,5077,61
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_kt_n_rt_t,71290,346
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_it1_mi1_n_rt,4894,1
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_it1_kt_mi1_n_t,1839,1
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_it1_kt_mi1_rt_t,82573,3075
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_it1_mi1_n_rt_t,4894,1
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_kt_mi1_n_rt_t,524,17
49e6c3b35e606e07c932cef7a5cb267511679baa,ci_it1_kt_mi1_n_rt_t,524,1
4e8140aa9967b06bd108b899fcdc7619df2be254,t,2528312,2528214
4e8140aa9967b06bd108b899fcdc7619df2be254,ci,36244344,36267348
4e8140aa9967b06bd108b899fcdc7619df2be254,mi1,40074,3091
4e8140aa9967b06bd108b899fcdc7619df2be254,it1,2,2
4e8140aa9967b06bd108b899fcdc7619df2be254,kt,3,3
4e8140aa9967b06bd108b899fcdc7619df2be254,n,5837,417
4e8140aa9967b06bd108b899fcdc7619df2be254,rt,5,5
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_t,36244344,36267348
4e8140aa9967b06bd108b899fcdc7619df2be254,mi1_t,40074,3091
4e8140aa9967b06bd108b899fcdc7619df2be254,kt_t,2306626,1083520
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_mi1,637643,111100
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_n,50498,3629
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_rt,22071127,15111395
4e8140aa9967b06bd108b899fcdc7619df2be254,it1_mi1,40073,55
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_mi1_t,637643,111100
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_kt_t,33766297,15543149
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_n_t,50498,3629
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_rt_t,22071127,15111395
4e8140aa9967b06bd108b899fcdc7619df2be254,it1_mi1_t,40073,55
4e8140aa9967b06bd108b899fcdc7619df2be254,kt_mi1_t,36046,1325
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_it1_mi1,637558,1966
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_mi1_n,1064,11
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_mi1_rt,447461,46292
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_n_rt,35177,1512
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_it1_mi1_t,637558,1966
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_kt_mi1_t,595364,47614
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_mi1_n_t,1064,11
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_mi1_rt_t,447461,46292
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_kt_n_t,47908,1555
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_kt_rt_t,20479036,6476312
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_n_rt_t,35177,1512
4e8140aa9967b06bd108b899fcdc7619df2be254,it1_kt_mi1_t,36045,24
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_it1_mi1_n,1064,1
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_it1_mi1_rt,447387,819
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_mi1_n_rt,634,5
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_it1_kt_mi1_t,595279,843
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_it1_mi1_n_t,1064,1
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_it1_mi1_rt_t,447387,819
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_kt_mi1_n_t,999,5
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_kt_mi1_rt_t,417032,19839
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_mi1_n_rt_t,634,5
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_kt_n_rt_t,33377,648
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_it1_mi1_n_rt,634,1
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_it1_kt_mi1_n_t,999,1
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_it1_kt_mi1_rt_t,416958,351
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_it1_mi1_n_rt_t,634,1
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_kt_mi1_n_rt_t,585,2
4e8140aa9967b06bd108b899fcdc7619df2be254,ci_it1_kt_mi1_n_rt_t,585,1
4fd3de4c998f5946cfebf78d7a359873bba30989,t,2528312,2528214
4fd3de4c998f5946cfebf78d7a359873bba30989,ci,36244344,36267348
4fd3de4c998f5946cfebf78d7a359873bba30989,mi1,816904,824053
4fd3de4c998f5946cfebf78d7a359873bba30989,it1,3,3
4fd3de4c998f5946cfebf78d7a359873bba30989,kt,3,3
4fd3de4c998f5946cfebf78d7a359873bba30989,n,36089,84189
4fd3de4c998f5946cfebf78d7a359873bba30989,rt,5,5
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_t,36244344,36267348
4fd3de4c998f5946cfebf78d7a359873bba30989,mi1_t,816904,824053
4fd3de4c998f5946cfebf78d7a359873bba30989,kt_t,2324323,1083520
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_mi1,16990703,29618994
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_n,390321,732674
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_rt,17762974,15111395
4fd3de4c998f5946cfebf78d7a359873bba30989,it1_mi1,810682,21878
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_mi1_t,16990703,29618994
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_kt_t,33194761,15543149
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_n_t,390321,732674
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_rt_t,17762974,15111395
4fd3de4c998f5946cfebf78d7a359873bba30989,it1_mi1_t,810682,21878
4fd3de4c998f5946cfebf78d7a359873bba30989,kt_mi1_t,704622,353165
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_it1_mi1,16525772,786345
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_mi1_n,237623,598364
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_mi1_rt,8559145,12341248
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_n_rt,136838,305281
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_it1_mi1_t,16525772,786345
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_kt_mi1_t,15034744,12693855
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_mi1_n_t,237623,598364
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_mi1_rt_t,8559145,12341248
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_kt_n_t,352898,314003
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_kt_rt_t,16315918,6476312
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_n_rt_t,136838,305281
4fd3de4c998f5946cfebf78d7a359873bba30989,it1_kt_mi1_t,698949,9376
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_it1_mi1_n,230018,15886
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_it1_mi1_rt,8320877,327644
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_mi1_n_rt,86816,249318
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_it1_kt_mi1_t,14580766,337005
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_it1_mi1_n_t,230018,15886
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_it1_mi1_rt_t,8320877,327644
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_kt_mi1_n_t,210733,256442
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_kt_mi1_rt_t,7573450,5289106
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_mi1_n_rt_t,86816,249318
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_kt_n_rt_t,125325,130835
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_it1_mi1_n_rt,84118,6619
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_it1_kt_mi1_n_t,203279,6808
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_it1_kt_mi1_rt_t,7341519,140419
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_it1_mi1_n_rt_t,84118,6619
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_kt_mi1_n_rt_t,77707,106851
4fd3de4c998f5946cfebf78d7a359873bba30989,ci_it1_kt_mi1_n_rt_t,75072,2837
511fdbdc455206d2a9ebc29c1345279697e15d15,t,2528312,2528214
511fdbdc455206d2a9ebc29c1345279697e15d15,ci,36244344,36267348
511fdbdc455206d2a9ebc29c1345279697e15d15,mi1,66555,56423
511fdbdc455206d2a9ebc29c1345279697e15d15,it1,1,1
511fdbdc455206d2a9ebc29c1345279697e15d15,kt,3,3
511fdbdc455206d2a9ebc29c1345279697e15d15,n,7327,417
511fdbdc455206d2a9ebc29c1345279697e15d15,rt,4,4
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_t,36244344,36267348
511fdbdc455206d2a9ebc29c1345279697e15d15,mi1_t,66555,56423
511fdbdc455206d2a9ebc29c1345279697e15d15,kt_t,221686,1083520
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_mi1,3280060,2028016
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_n,66855,3629
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_rt,21172738,12089116
511fdbdc455206d2a9ebc29c1345279697e15d15,it1_mi1,66433,2009
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_mi1_t,3280060,2028016
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_kt_t,2478047,15543149
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_n_t,66855,3629
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_rt_t,21172738,12089116
511fdbdc455206d2a9ebc29c1345279697e15d15,it1_mi1_t,66433,2009
511fdbdc455206d2a9ebc29c1345279697e15d15,kt_mi1_t,10595,24181
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_it1_mi1,3278676,72210
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_mi1_n,8597,203
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_mi1_rt,1805742,676005
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_n_rt,37640,1210
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_it1_mi1_t,3278676,72210
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_kt_mi1_t,289003,869150
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_mi1_n_t,8597,203
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_mi1_rt_t,1805742,676005
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_kt_n_t,4554,1555
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_kt_rt_t,1524836,5181050
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_n_rt_t,37640,1210
511fdbdc455206d2a9ebc29c1345279697e15d15,it1_kt_mi1_t,10586,861
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_it1_mi1_n,8593,7
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_it1_mi1_rt,1805101,24070
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_mi1_n_rt,4963,68
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_it1_kt_mi1_t,288921,30947
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_it1_mi1_n_t,8593,7
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_it1_mi1_rt_t,1805101,24070
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_kt_mi1_n_t,787,87
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_kt_mi1_rt_t,154358,289716
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_mi1_n_rt_t,4963,68
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_kt_n_rt_t,2617,519
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_it1_mi1_n_rt,4960,2
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_it1_kt_mi1_n_t,787,3
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_it1_kt_mi1_rt_t,154324,10316
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_it1_mi1_n_rt_t,4960,2
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_kt_mi1_n_rt_t,461,29
511fdbdc455206d2a9ebc29c1345279697e15d15,ci_it1_kt_mi1_n_rt_t,461,1
560e0eea54cd0eccf48223442404fedafe5438c8,t,2528312,2528214
560e0eea54cd0eccf48223442404fedafe5438c8,ci,36244344,36267348
560e0eea54cd0eccf48223442404fedafe5438c8,mi1,11389,6182
560e0eea54cd0eccf48223442404fedafe5438c8,it1,2,2
560e0eea54cd0eccf48223442404fedafe5438c8,kt,3,3
560e0eea54cd0eccf48223442404fedafe5438c8,n,42554,417
560e0eea54cd0eccf48223442404fedafe5438c8,rt,4,4
560e0eea54cd0eccf48223442404fedafe5438c8,ci_t,36244344,36267348
560e0eea54cd0eccf48223442404fedafe5438c8,mi1_t,11389,6182
560e0eea54cd0eccf48223442404fedafe5438c8,kt_t,2306626,1083520
560e0eea54cd0eccf48223442404fedafe5438c8,ci_mi1,358400,222200
560e0eea54cd0eccf48223442404fedafe5438c8,ci_n,413515,3629
560e0eea54cd0eccf48223442404fedafe5438c8,ci_rt,7121256,12089116
560e0eea54cd0eccf48223442404fedafe5438c8,it1_mi1,11171,109
560e0eea54cd0eccf48223442404fedafe5438c8,ci_mi1_t,358400,222200
560e0eea54cd0eccf48223442404fedafe5438c8,ci_kt_t,33766297,15543149
560e0eea54cd0eccf48223442404fedafe5438c8,ci_n_t,413515,3629
560e0eea54cd0eccf48223442404fedafe5438c8,ci_rt_t,7121256,12089116
560e0eea54cd0eccf48223442404fedafe5438c8,it1_mi1_t,11171,109
560e0eea54cd0eccf48223442404fedafe5438c8,kt_mi1_t,10127,2649
560e0eea54cd0eccf48223442404fedafe5438c8,ci_it1_mi1,355939,3933
560e0eea54cd0eccf48223442404fedafe5438c8,ci_mi1_n,3088,22
560e0eea54cd0eccf48223442404fedafe5438c8,ci_mi1_rt,45779,74067
