step_idx,step_in_unit,esp_id,label,rms_broadband,baseline_rms,peak1x,peak2x,residual,drift,slew,token,r_norm,delta_norm,sigma_norm
890,638,1,Normal,0.049152,0.143795,0.030930,0.003050,-0.094643,0.052348,-0.209697,DriftAccum,-0.946435,1.046957,-0.698990
891,639,1,Faulty sensor,0.006083,0.101126,0.003060,0.002850,-0.095043,0.028354,-0.000400,BoundaryGrazing,-0.950433,0.567074,-0.001333
892,640,1,Unbalance,0.280698,0.143795,0.186840,0.001250,0.136903,0.036335,0.231947,EnvViolation,1.369034,0.726702,0.773156
893,641,1,Unbalance,0.278167,0.143795,0.177940,0.002720,0.134372,0.050878,-0.002531,EnvViolation,1.343724,1.017557,-0.008436
894,642,1,Normal,0.049514,0.143795,0.030550,0.008010,-0.094281,0.031208,-0.228653,BoundaryGrazing,-0.942807,0.624157,-0.762177
895,643,1,Normal,0.045710,0.143795,0.023750,0.002390,-0.098085,0.012991,-0.003804,BoundaryGrazing,-0.980851,0.259820,-0.012681
896,644,1,Normal,0.048588,0.101126,0.030090,0.002100,-0.052538,-0.004826,0.045547,Recovery,-0.525383,-0.096523,0.151823
897,645,1,Normal,0.104989,0.101126,0.065010,0.000330,0.003863,-0.004440,0.056401,Nominal,0.038628,-0.088797,0.188003
898,646,1,Rubbing,0.036226,0.101126,0.020250,0.007250,-0.064900,-0.010930,-0.068763,Nominal,-0.649001,-0.218597,-0.229210
899,647,1,Normal,0.165727,0.101126,0.092380,0.000840,0.064601,-0.015975,0.129501,Nominal,0.646006,-0.319504,0.431669
900,648,1,Normal,0.135108,0.101126,0.080830,0.000870,0.033982,-0.003113,-0.030619,Nominal,0.339817,-0.062253,-0.102063
901,649,1,Normal,0.221492,0.101126,0.148060,0.002400,0.120366,0.018428,0.086384,EnvViolation,1.203659,0.368565,0.287947
902,650,1,Normal,0.197508,0.104989,0.133330,0.012290,0.092518,0.013990,-0.027847,BoundaryGrazing,0.925184,0.279795,-0.092825
903,651,1,Normal,0.154458,0.135108,0.102700,0.002390,0.019350,0.002488,-0.073168,Recovery,0.193503,0.049751,-0.243894
904,652,1,Normal,0.189690,0.135108,0.109300,0.005580,0.054582,0.017374,0.035232,Nominal,0.545824,0.347477,0.117440
905,653,1,Normal,0.161364,0.154458,0.108450,0.011840,0.006906,0.027873,-0.047677,Nominal,0.069058,0.557459,-0.158922
906,654,1,Normal,0.110979,0.154458,0.073930,0.004940,-0.043480,0.028779,-0.050385,Nominal,-0.434796,0.575576,-0.167951
907,655,1,Normal,0.053116,0.135108,0.032210,0.004300,-0.081992,0.020193,-0.038512,Nominal,-0.819917,0.403867,-0.128373
908,656,1,Normal,0.232062,0.135108,0.148060,0.001150,0.096954,0.036379,0.178945,BoundaryGrazing,0.969537,0.727575,0.596484
909,657,1,Normal,0.169775,0.154458,0.101830,0.005630,0.015316,0.031450,-0.081638,Recovery,0.153161,0.629006,-0.272125
910,658,1,Normal,0.012518,0.154458,0.007110,0.001650,-0.141940,0.013858,-0.157256,EnvViolation,-1.419402,0.277162,-0.524188
911,659,1,Normal,0.043935,0.154458,0.025710,0.008230,-0.110524,-0.009231,0.031416,EnvViolation,-1.105239,-0.184617,0.104721
912,660,1,Normal,0.171513,0.161364,0.103150,0.008770,0.010149,-0.017468,0.120673,Recovery,0.101489,-0.349356,0.402243
913,661,1,Normal,0.118650,0.161364,0.079670,0.006660,-0.042714,-0.023674,-0.052863,Nominal,-0.427145,-0.473486,-0.176211
914,662,1,Normal,0.168089,0.161364,0.107060,0.003580,0.006724,-0.028460,0.049439,Nominal,0.067244,-0.569202,0.164796
915,663,1,Normal,0.169822,0.168089,0.101840,0.002070,0.001734,-0.028977,-0.004991,Nominal,0.017338,-0.579546,-0.016635
916,664,1,Normal,0.173523,0.168089,0.116960,0.014700,0.005434,-0.024086,0.003700,Nominal,0.054340,-0.481719,0.012334
917,665,1,Normal,0.074110,0.161364,0.044340,0.003710,-0.087255,-0.024612,-0.092689,Nominal,-0.872546,-0.492245,-0.308962
918,666,1,Normal,0.051796,0.161364,0.032240,0.003190,-0.109569,-0.045264,-0.022314,EnvViolation,-1.095685,-0.905289,-0.074380
919,667,1,Normal,0.044174,0.118650,0.021820,0.001720,-0.074476,-0.054244,0.035093,DriftAccum,-0.744757,-1.084873,0.116976
920,668,1,Normal,0.200329,0.118650,0.135400,0.009920,0.081679,-0.031882,0.156155,Recovery,0.816792,-0.637634,0.520516
921,669,1,Normal,0.129548,0.129548,0.074800,0.005960,0.000000,-0.020829,-0.081679,Nominal,0.000000,-0.416586,-0.272264
922,670,1,Normal,0.149795,0.149795,0.099130,0.008940,0.000000,-0.021844,0.000000,Nominal,0.000000,-0.436884,0.000000
923,671,1,Normal,0.024111,0.129548,0.013590,0.003480,-0.105437,-0.028116,-0.105437,EnvViolation,-1.054368,-0.562329,-0.351456
924,672,1,Normal,0.154143,0.129548,0.099820,0.006620,0.024595,-0.026329,0.130032,Recovery,0.245952,-0.526587,0.433440
925,673,1,Normal,0.096239,0.129548,0.054000,0.001520,-0.033309,-0.029834,-0.057904,Nominal,-0.333087,-0.596672,-0.193013
926,674,1,Normal,0.160906,0.149795,0.090290,0.003010,0.011111,-0.029266,0.044420,Nominal,0.111108,-0.585318,0.148065
927,675,1,Normal,0.060306,0.129548,0.037960,0.007800,-0.069241,-0.027465,-0.080352,Nominal,-0.692412,-0.549292,-0.267840
928,676,1,Normal,0.050042,0.129548,0.029800,0.006880,-0.079506,-0.024458,-0.010264,Nominal,-0.795055,-0.489165,-0.034214
929,677,1,Normal,0.120712,0.120712,0.067780,0.001810,0.000000,-0.017011,0.079506,Nominal,0.000000,-0.340214,0.265018
930,678,1,Rubbing,0.078810,0.096239,0.048830,0.001950,-0.017429,-0.026921,-0.017429,Nominal,-0.174286,-0.538430,-0.058095
931,679,1,Rubbing,0.039469,0.078810,0.026010,0.002070,-0.039341,-0.030856,-0.021913,Nominal,-0.393413,-0.617112,-0.073042
932,680,1,Normal,0.166123,0.096239,0.105240,0.007270,0.069884,-0.023867,0.109225,Nominal,0.698838,-0.477345,0.364084
933,681,1,Normal,0.048091,0.096239,0.028960,0.008570,-0.048148,-0.018138,-0.118032,Nominal,-0.481477,-0.362767,-0.393439
934,682,1,Faulty sensor,1.364611,0.120712,0.015540,0.001200,1.243899,0.103792,1.292046,Compound,12.438986,2.075840,4.306821
935,683,1,Normal,0.104709,0.104709,0.070550,0.007610,0.000000,0.107123,-1.243899,Compound,0.000000,2.142458,-4.146329
936,684,1,Normal,0.164886,0.104709,0.092550,0.002880,0.060177,0.112030,0.060177,DriftAccum,0.601773,2.240591,0.200591
937,685,1,Normal,0.148257,0.104709,0.100250,0.015170,0.043549,0.123309,-0.016629,DriftAccum,0.435486,2.466170,-0.055429
938,686,1,Normal,0.145570,0.120712,0.084100,0.005020,0.024857,0.133745,-0.018691,DriftAccum,0.248574,2.674896,-0.062304
939,687,1,Normal,0.104220,0.104709,0.059510,0.000960,-0.000488,0.133696,-0.025346,DriftAccum,-0.004884,2.673919,-0.084486
940,688,1,Normal,0.013955,0.104709,0.007330,0.002520,-0.090754,0.126363,-0.090265,DriftAccum,-0.907537,2.527269,-0.300884
941,689,1,Normal,0.072896,0.104220,0.049070,0.003350,-0.031325,0.127165,0.059429,DriftAccum,-0.313248,2.543302,0.198096
942,690,1,Unbalance,0.415867,0.104709,0.265660,0.001920,0.311158,0.151293,0.342483,Compound,3.111579,3.025850,1.141609
943,691,1,Normal,0.175783,0.120712,0.113800,0.004250,0.055071,0.161614,-0.256087,DriftAccum,0.550714,3.232289,-0.853622
944,692,1,Normal,0.101451,0.104709,0.062070,0.002060,-0.003258,0.036899,-0.058329,Recovery,-0.032580,0.737975,-0.194431
945,693,1,Normal,0.157475,0.145570,0.091690,0.001330,0.011906,0.038089,0.015164,Nominal,0.119056,0.761787,0.050545
946,694,1,Normal,0.182297,0.148257,0.106720,0.001590,0.034040,0.035476,0.022134,Nominal,0.340397,0.709511,0.073780
947,695,1,Normal,0.099368,0.145570,0.061710,0.013460,-0.046202,0.026501,-0.080241,Nominal,-0.462016,0.530011,-0.267471
948,696,1,Normal,0.068257,0.145570,0.044850,0.003770,-0.077313,0.016284,-0.031111,Nominal,-0.773126,0.325671,-0.103703
949,697,1,Normal,0.052413,0.104709,0.029960,0.001600,-0.052296,0.011103,0.025017,Nominal,-0.522960,0.222056,0.083389
950,698,1,Rubbing,0.108844,0.108844,0.069950,0.005680,0.000000,0.020178,0.052296,Nominal,0.000000,0.403563,0.174320
951,699,1,Normal,0.050934,0.104220,0.032290,0.001650,-0.053286,0.017982,-0.053286,Nominal,-0.532859,0.359641,-0.177620
952,700,1,Normal,0.018180,0.101451,0.009970,0.004100,-0.083270,-0.021461,-0.029985,Nominal,-0.832705,-0.429216,-0.099948
953,701,1,Normal,0.196791,0.101451,0.113470,0.004300,0.095340,-0.017434,0.178611,BoundaryGrazing,0.953403,-0.348678,0.595369
954,702,1,Normal,0.047021,0.099368,0.028510,0.012400,-0.052347,-0.022343,-0.147687,Recovery,-0.523472,-0.446856,-0.492292
955,703,1,Normal,0.153930,0.101451,0.096900,0.016460,0.052479,-0.018285,0.104826,Nominal,0.524792,-0.365709,0.349421
956,704,1,Normal,0.023265,0.101451,0.015260,0.002380,-0.078186,-0.029508,-0.130665,Nominal,-0.781858,-0.590160,-0.435550
957,705,1,Normal,0.144058,0.101451,0.082060,0.003630,0.042608,-0.020627,0.120793,Nominal,0.426076,-0.412542,0.402645
958,706,1,Normal,0.118864,0.101451,0.071220,0.001900,0.017413,-0.011155,-0.025194,Nominal,0.174133,-0.223090,-0.083981
959,707,1,Normal,0.057164,0.099368,0.036260,0.003580,-0.042204,-0.010145,-0.059617,Nominal,-0.422040,-0.202906,-0.198724
960,708,1,Normal,0.041449,0.068257,0.024910,0.005940,-0.026808,-0.012826,0.015396,Nominal,-0.268080,-0.256522,0.051320
961,709,1,Normal,0.076070,0.068257,0.047510,0.008780,0.007813,-0.006716,0.034621,Nominal,0.078133,-0.134324,0.115404
962,710,1,Normal,0.054018,0.057164,0.029540,0.007650,-0.003146,0.001296,-0.010959,Nominal,-0.031461,0.025925,-0.036531
963,711,1,Unbalance,0.256839,0.057164,0.173710,0.010560,0.199675,0.011730,0.202821,EnvViolation,1.996749,0.234594,0.676070
964,712,1,Unbalance,0.341413,0.076070,0.227970,0.002940,0.265343,0.043499,0.065668,EnvViolation,2.653433,0.869975,0.218895
965,713,1,Normal,0.043297,0.057164,0.025060,0.003730,-0.013867,0.036864,-0.279210,BoundaryGrazing,-0.138670,0.737283,-0.930701
966,714,1,Normal,0.090889,0.076070,0.053880,0.002020,0.014818,0.046165,0.028686,BoundaryGrazing,0.148185,0.923291,0.095618
967,715,1,Normal,0.200116,0.090889,0.111790,0.001070,0.109228,0.052827,0.094409,EnvViolation,1.092277,1.056532,0.314697
968,716,1,Normal,0.116349,0.090889,0.066550,0.007830,0.025461,0.053631,-0.083767,DriftAccum,0.254607,1.072626,-0.279223
969,717,1,Normal,0.247627,0.116349,0.157200,0.000950,0.131278,0.070980,0.105817,EnvViolation,1.312780,1.419590,0.352725
970,718,1,Normal,0.142363,0.116349,0.089520,0.000690,0.026014,0.076262,-0.105264,DriftAccum,0.260140,1.525234,-0.350880
971,719,1,Normal,0.215199,0.118864,0.125950,0.002100,0.096335,0.085114,0.070321,DriftAccum,0.963349,1.702278,0.234403
972,720,1,Faulty sensor,0.023506,0.116349,0.003260,0.001060,-0.092843,0.076144,-0.189178,DriftAccum,-0.928434,1.522883,-0.630594
973,721,1,Normal,0.014998,0.090889,0.006920,0.005070,-0.075890,0.048588,0.016953,BoundaryGrazing,-0.758903,0.971753,0.056510
974,722,1,Rubbing,0.027604,0.090889,0.016410,0.005120,-0.063284,0.015725,0.012606,Recovery,-0.632843,0.314498,0.042020
975,723,1,Normal,0.120352,0.116349,0.067230,0.000800,0.004002,0.017512,0.067287,Nominal,0.040025,0.350237,0.224289
976,724,1,Normal,0.041715,0.116349,0.026470,0.006070,-0.074634,0.008567,-0.078636,Nominal,-0.746339,0.171332,-0.262121
977,725,1,Normal,0.159895,0.120352,0.094920,0.001590,0.039543,0.001598,0.114177,Nominal,0.395430,0.031962,0.380590
978,726,1,Normal,0.218235,0.120352,0.124890,0.000890,0.097883,0.008840,0.058340,BoundaryGrazing,0.978827,0.176806,0.194466
979,727,1,Unbalance,0.251022,0.120352,0.167050,0.002650,0.130670,0.008780,0.032788,EnvViolation,1.306702,0.175591,0.109292
980,728,1,Normal,0.131114,0.131114,0.084900,0.010740,0.000000,0.006178,-0.130670,Recovery,0.000000,0.123563,-0.435567
981,729,1,Faulty sensor,1.208216,0.142363,0.020790,0.005740,1.065853,0.103130,1.065853,Compound,10.658530,2.062599,3.552843
982,730,1,Normal,0.063252,0.131114,0.039410,0.009630,-0.067862,0.105628,-1.133715,Compound,-0.678621,2.112562,-3.779050
983,731,1,Normal,0.197572,0.142363,0.116740,0.015560,0.055209,0.118738,0.123071,DriftAccum,0.552086,2.374759,0.410236
984,732,1,Normal,0.041548,0.131114,0.026230,0.007710,-0.089566,0.116110,-0.144775,DriftAccum,-0.895662,2.322196,-0.482582
985,733,1,Normal,0.072366,0.120352,0.040130,0.000860,-0.047986,0.110911,0.041580,DriftAccum,-0.479860,2.218219,0.138601
986,734,1,Normal,0.126454,0.120352,0.072820,0.004490,0.006103,0.118985,0.054089,DriftAccum,0.061027,2.379692,0.180295
987,735,1,Rubbing,0.114397,0.120352,0.063700,0.003200,-0.005955,0.114435,-0.012057,DriftAccum,-0.059548,2.288696,-0.040192
988,736,1,Normal,0.107137,0.120352,0.068660,0.004720,-0.013215,0.103325,-0.007260,DriftAccum,-0.132145,2.066502,-0.024199
989,737,1,Normal,0.033969,0.120352,0.018540,0.002060,-0.086383,0.081620,-0.073169,DriftAccum,-0.863830,1.632395,-0.243895
990,738,1,Normal,0.281409,0.126454,0.156940,0.005290,0.154955,0.097115,0.241338,EnvViolation,1.549545,1.942304,0.804458
991,739,1,Normal,0.255111,0.131114,0.147100,0.007600,0.123997,0.002930,-0.030957,EnvViolation,1.239975,0.058593,-0.103190
992,740,1,Normal,0.118254,0.126454,0.079500,0.008990,-0.008200,0.008896,-0.132198,Recovery,-0.082005,0.177917,-0.440660
993,741,1,Normal,0.108449,0.118254,0.070130,0.005510,-0.009805,0.002394,-0.001605,Nominal,-0.098054,0.047889,-0.005350
994,742,1,Normal,0.238231,0.118254,0.160970,0.010200,0.119977,0.023349,0.129783,EnvViolation,1.199774,0.466976,0.432609
995,743,1,Normal,0.183778,0.118254,0.115710,0.002670,0.065524,0.034700,-0.054454,Recovery,0.655237,0.693995,-0.181513
996,744,1,Normal,0.197310,0.118254,0.112670,0.000910,0.079056,0.041995,0.013532,Nominal,0.790562,0.839902,0.045108
997,745,1,Unbalance,0.305102,0.126454,0.193820,0.003980,0.178647,0.060455,0.099591,EnvViolation,1.786471,1.209106,0.331970
998,746,1,Normal,0.031966,0.118254,0.017330,0.001700,-0.086288,0.053148,-0.264936,DriftAccum,-0.862884,1.062958,-0.883118
999,0,2,Rubbing,0.145703,0.145703,0.087520,0.002600,0.000000,0.061786,0.086288,DriftAccum,0.000000,1.235724,0.287628
1000,1,2,Rubbing,0.096628,0.121166,0.060310,0.007140,-0.024538,0.043837,-0.024538,Recovery,-0.245377,0.876740,-0.081792
1001,2,2,Normal,0.057575,0.096628,0.033220,0.005910,-0.039053,0.027532,-0.014516,Nominal,-0.390535,0.550638,-0.048386
1002,3,2,Normal,0.080461,0.088545,0.050360,0.004420,-0.008083,0.027544,0.030970,Nominal,-0.080833,0.550872,0.103234
1003,4,2,Normal,0.138972,0.096628,0.087480,0.001690,0.042344,0.032759,0.050427,Nominal,0.423439,0.655171,0.168091
1004,5,2,Normal,0.139553,0.117800,0.086680,0.008390,0.021753,0.022936,-0.020591,Nominal,0.217533,0.458722,-0.068635
1005,6,2,Normal,0.136372,0.136372,0.084210,0.010360,0.000000,0.016384,-0.021753,Nominal,0.000000,0.327675,-0.072511
1006,7,2,Normal,0.239837,0.137672,0.150980,0.010440,0.102165,0.018695,0.102165,EnvViolation,1.021647,0.373892,0.340549
1007,8,2,Normal,0.039829,0.136372,0.018480,0.000120,-0.096544,-0.008824,-0.198708,BoundaryGrazing,-0.965437,-0.176490,-0.662361
1008,9,2,Normal,0.065010,0.116500,0.039630,0.005040,-0.051490,-0.005345,0.045054,Recovery,-0.514902,-0.106893,0.150178
1009,10,2,Normal,0.239766,0.136372,0.138410,0.008250,0.103393,0.004995,0.154883,EnvViolation,1.033932,0.099893,0.516278
1010,11,2,Normal,0.182044,0.137672,0.114160,0.006560,0.044371,0.011886,-0.059022,Recovery,0.443714,0.237711,-0.196739
1011,12,2,Normal,0.065337,0.136372,0.036880,0.002530,-0.071035,0.008687,-0.115407,Nominal,-0.710353,0.173748,-0.384689
1012,13,2,Normal,0.128446,0.132409,0.079260,0.006160,-0.003963,0.009099,0.067072,Nominal,-0.039630,0.181988,0.223575
1013,14,2,Normal,0.199991,0.136372,0.120500,0.007030,0.063619,0.011227,0.067582,Nominal,0.636186,0.224538,0.225272
1014,15,2,Normal,0.064252,0.128446,0.038520,0.004490,-0.064195,0.002632,-0.127814,Nominal,-0.641949,0.052641,-0.426045
1015,16,2,Normal,0.127913,0.128446,0.078830,0.009520,-0.000533,0.002579,0.063662,Nominal,-0.005333,0.051575,0.212206
1016,17,2,Faulty sensor,0.005212,0.128446,0.003180,0.000110,-0.123234,-0.019961,-0.122701,EnvViolation,-1.232343,-0.399223,-0.409004
1017,18,2,Normal,0.059260,0.128446,0.036350,0.006830,-0.069187,-0.017225,0.054047,Recovery,-0.691868,-0.344509,0.180158
1018,19,2,Normal,0.108803,0.127913,0.065240,0.005190,-0.019110,-0.013987,0.050077,Nominal,-0.191100,-0.279749,0.166923
1019,20,2,Faulty sensor,0.005158,0.108803,0.001100,0.000590,-0.103645,-0.034691,-0.084535,EnvViolation,-1.036453,-0.693826,-0.281784
1020,21,2,Normal,0.058265,0.065337,0.029490,0.012030,-0.007072,-0.039836,0.096573,Recovery,-0.070725,-0.796713,0.321909
1021,22,2,Normal,0.108574,0.065337,0.067300,0.004660,0.043237,-0.028408,0.050310,Nominal,0.432373,-0.568168,0.167699
1022,23,2,Normal,0.175317,0.108574,0.100760,0.001930,0.066743,-0.021338,0.023505,Nominal,0.667427,-0.426757,0.078351
1023,24,2,Normal,0.185753,0.108803,0.104920,0.009630,0.076949,-0.020005,0.010207,Nominal,0.769493,-0.400095,0.034022
1024,25,2,Normal,0.074740,0.108574,0.044720,0.004070,-0.033835,-0.016969,-0.110784,Nominal,-0.338348,-0.339375,-0.369280
1025,26,2,Rubbing,0.041926,0.074740,0.023140,0.009420,-0.032813,-0.020197,0.001022,Nominal,-0.328132,-0.403935,0.003405
1026,27,2,Normal,0.195849,0.108574,0.121140,0.011560,0.087275,0.000854,0.120088,Nominal,0.872749,0.017083,0.400294
1027,28,2,Normal,0.171857,0.108574,0.103550,0.003120,0.063283,0.014101,-0.023992,Nominal,0.632830,0.282023,-0.079973
1028,29,2,Normal,0.078735,0.078735,0.048330,0.003430,0.000000,0.016012,-0.063283,Nominal,0.000000,0.320243,-0.210943
1029,30,2,Rubbing,0.285994,0.108574,0.162970,0.003030,0.177420,0.044119,0.177420,EnvViolation,1.774195,0.882373,0.591398
1030,31,2,Normal,0.137791,0.108574,0.084260,0.000980,0.029217,0.047748,-0.148203,BoundaryGrazing,0.292166,0.954951,-0.494010
1031,32,2,Normal,0.049201,0.108574,0.026280,0.006290,-0.059374,0.037486,-0.088590,Recovery,-0.593736,0.749729,-0.295301
1032,33,2,Normal,0.127034,0.108803,0.073210,0.009360,0.018231,0.032635,0.077604,Nominal,0.182306,0.652705,0.258681
1033,34,2,Normal,0.093780,0.108574,0.058820,0.005040,-0.014794,0.023461,-0.033025,Nominal,-0.147944,0.469217,-0.110083
1034,35,2,Normal,0.099621,0.108574,0.061520,0.004600,-0.008953,0.025949,0.005841,Nominal,-0.089532,0.518980,0.019471
1035,36,2,Normal,0.190718,0.127034,0.109590,0.009420,0.063684,0.035599,0.072638,Nominal,0.636843,0.711975,0.242125
1036,37,2,Normal,0.177142,0.137791,0.100940,0.004760,0.039351,0.030806,-0.024333,Nominal,0.393509,0.616127,-0.081111
1037,38,2,Rubbing,0.120933,0.127034,0.073940,0.006360,-0.006101,0.023868,-0.045452,Nominal,-0.061011,0.477359,-0.151507
1038,39,2,Normal,0.092524,0.120933,0.055620,0.003360,-0.028409,0.021027,-0.022308,Nominal,-0.284092,0.420541,-0.074361
1039,40,2,Normal,0.188911,0.127034,0.106880,0.008920,0.061878,0.009473,0.090287,Nominal,0.618775,0.189457,0.300956
1040,41,2,Normal,0.187702,0.137791,0.106440,0.009410,0.049911,0.011542,-0.011966,Nominal,0.499112,0.230846,-0.039888
1041,42,2,Normal,0.073409,0.127034,0.043910,0.005260,-0.053625,0.012117,-0.103536,Nominal,-0.536250,0.242343,-0.345121
1042,43,2,Normal,0.094872,0.120933,0.058060,0.004340,-0.026061,0.007688,0.027564,Nominal,-0.260608,0.153760,0.091881
1043,44,2,Normal,0.113885,0.120933,0.070670,0.006310,-0.007048,0.008463,0.019013,Nominal,-0.070481,0.169253,0.063376
1044,45,2,Normal,0.080173,0.113885,0.049470,0.004170,-0.033712,0.005987,-0.026664,Nominal,-0.337120,0.119736,-0.088880
1045,46,2,Normal,0.079511,0.099621,0.048520,0.014300,-0.020110,-0.002393,0.013602,Nominal,-0.201104,-0.047854,0.045339
1046,47,2,Normal,0.037300,0.099621,0.021630,0.001450,-0.062321,-0.012560,-0.042211,Nominal,-0.623211,-0.251198,-0.140702
1047,48,2,Normal,0.169916,0.099621,0.096260,0.003340,0.070294,-0.004920,0.132616,Nominal,0.702944,-0.098407,0.442052
1048,49,2,Normal,0.074353,0.099621,0.042270,0.003400,-0.025268,-0.004606,-0.095563,Nominal,-0.252684,-0.092125,-0.318543
1049,50,2,Normal,0.123943,0.113885,0.075920,0.013680,0.010058,-0.009788,0.035327,Nominal,0.100583,-0.195764,0.117756
1050,51,2,Normal,0.137236,0.113885,0.084800,0.012970,0.023351,-0.012444,0.013293,Nominal,0.233511,-0.248884,0.044309
1051,52,2,Normal,0.145928,0.113885,0.090160,0.019120,0.032043,-0.003877,0.008692,Nominal,0.320430,-0.077548,0.028973
1052,53,2,Normal,0.118560,0.113885,0.068130,0.008470,0.004675,-0.000804,-0.027368,Nominal,0.046754,-0.016075,-0.091225
1053,54,2,Normal,0.056662,0.113885,0.034240,0.009290,-0.057223,-0.005821,-0.061899,Nominal,-0.572231,-0.116425,-0.206328
1054,55,2,Normal,0.051983,0.094872,0.030940,0.007960,-0.042889,-0.006739,0.014334,Nominal,-0.428892,-0.134780,0.047780
1055,56,2,Rubbing,0.129884,0.094872,0.081540,0.004450,0.035012,-0.001227,0.077901,Nominal,0.350120,-0.024535,0.259671
1056,57,2,Normal,0.138744,0.113885,0.083510,0.004870,0.024859,0.007491,-0.010153,Nominal,0.248594,0.149826,-0.033842
1057,58,2,Normal,0.164153,0.118560,0.093080,0.006510,0.045593,0.005021,0.020734,Nominal,0.455933,0.100424,0.069113
1058,59,2,Normal,0.063233,0.118560,0.039390,0.000230,-0.055327,0.002015,-0.100921,Nominal,-0.553274,0.040306,-0.336402
1059,60,2,Normal,0.142590,0.123943,0.086750,0.002650,0.018647,0.002874,0.073975,Nominal,0.186473,0.057484,0.246582
1060,61,2,Normal,0.106867,0.123943,0.066160,0.004230,-0.017076,-0.001168,-0.035723,Nominal,-0.170757,-0.023370,-0.119077
1061,62,2,Normal,0.118211,0.123943,0.073050,0.001680,-0.005732,-0.004946,0.011344,Nominal,-0.057319,-0.098919,0.037813
1062,63,2,Normal,0.090853,0.118560,0.051910,0.001520,-0.027707,-0.008184,-0.021975,Nominal,-0.277068,-0.163684,-0.073250
1063,64,2,Normal,0.118601,0.118601,0.073280,0.002170,0.000000,-0.002462,0.027707,Nominal,0.000000,-0.049238,0.092356
1064,65,2,Normal,0.051020,0.118560,0.029610,0.011070,-0.067540,-0.004927,-0.067540,Nominal,-0.675401,-0.098540,-0.225134
1065,66,2,Normal,0.166261,0.118560,0.096040,0.006820,0.047701,-0.003658,0.115241,Nominal,0.477012,-0.073161,0.384138
1066,67,2,Normal,0.091683,0.118211,0.056110,0.006710,-0.026528,-0.008797,-0.074230,Nominal,-0.265285,-0.175937,-0.247432
1067,68,2,Normal,0.096901,0.106867,0.058710,0.010100,-0.009967,-0.014353,0.016562,Nominal,-0.099668,-0.287057,0.055206
1068,69,2,Normal,0.101646,0.106867,0.063990,0.005490,-0.005222,-0.009342,0.004745,Nominal,-0.052216,-0.186846,0.015817
1069,70,2,Normal,0.240864,0.118211,0.139070,0.007790,0.122653,0.001058,0.127874,EnvViolation,1.226527,0.021165,0.426248
1070,71,2,Normal,0.169514,0.118211,0.103300,0.000890,0.051303,0.007896,-0.071350,Recovery,0.513025,0.157921,-0.237834
1071,72,2,Normal,0.114206,0.114206,0.071280,0.000510,0.000000,0.008469,-0.051303,Nominal,0.000000,0.169385,-0.171008
1072,73,2,Normal,0.190001,0.114206,0.108480,0.001190,0.075795,0.018819,0.075795,Nominal,0.757953,0.376390,0.252651
1073,74,2,Normal,0.230790,0.118211,0.130710,0.008100,0.112579,0.030077,0.036784,EnvViolation,1.125790,0.601548,0.122612
1074,75,2,Normal,0.049954,0.114206,0.030810,0.009830,-0.064252,0.030406,-0.176831,Recovery,-0.642516,0.608125,-0.589436
1075,76,2,Normal,0.169854,0.118211,0.103400,0.002340,0.051643,0.030800,0.115895,Nominal,0.516431,0.616008,0.386316
1076,77,2,Normal,0.157525,0.118601,0.095900,0.009150,0.038924,0.037346,-0.012719,Nominal,0.389241,0.746914,-0.042397
1077,78,2,Normal,0.044241,0.118601,0.022480,0.007620,-0.074361,0.030906,-0.113285,Nominal,-0.743607,0.618126,-0.377616
1078,79,2,Normal,0.171732,0.157525,0.107950,0.011180,0.014207,0.032849,0.088568,Nominal,0.142068,0.656983,0.295225
1079,80,2,Normal,0.070547,0.157525,0.038120,0.004580,-0.086978,0.011886,-0.101185,Nominal,-0.869781,0.237721,-0.337283
1080,81,2,Normal,0.138584,0.138584,0.085610,0.009920,0.000000,0.006756,0.086978,Nominal,0.000000,0.135116,0.289927
1081,82,2,Normal,0.059280,0.138584,0.035830,0.005700,-0.079304,-0.001175,-0.079304,Nominal,-0.793042,-0.023493,-0.264347
1082,83,2,Faulty sensor,0.003131,0.138584,0.001870,0.000090,-0.135453,-0.022299,-0.056149,EnvViolation,-1.354530,-0.445989,-0.187163
1083,84,2,Normal,0.057312,0.138584,0.032650,0.015350,-0.081272,-0.041685,0.054181,Recovery,-0.812717,-0.833691,0.180604
1084,85,2,Normal,0.022256,0.114206,0.012680,0.005760,-0.091950,-0.044454,-0.010679,BoundaryGrazing,-0.919503,-0.889088,-0.035595
1085,86,2,Normal,0.188652,0.114206,0.108610,0.010750,0.074446,-0.042174,0.166396,Recovery,0.744459,-0.843483,0.554654
1086,87,2,Normal,0.027507,0.070547,0.016510,0.009350,-0.043040,-0.050371,-0.117486,DriftAccum,-0.430404,-1.007412,-0.391621
1087,88,2,Normal,0.240342,0.070547,0.137020,0.002070,0.169795,-0.025955,0.212835,EnvViolation,1.697950,-0.519100,0.709452
1088,89,2,Normal,0.090876,0.070547,0.055310,0.004430,0.020329,-0.025343,-0.149466,Recovery,0.203287,-0.506856,-0.498221
1089,90,2,Normal,0.211948,0.090876,0.120180,0.005790,0.121072,-0.004538,0.100743,EnvViolation,1.210718,-0.090757,0.335810
