timestamp,episode_id,episode,event_type,event_class,observed_annulus_pa,expected_annulus_pa,observed_choke_pa,expected_choke_pa,observed_xmas_pa,expected_xmas_pa,observed_xmas_degc,expected_xmas_degc
5460,2,dhsv_closure_a,2,0,17276330.0,17276330.0,,,18852350.0,18852350.0,116.75,116.76
5520,2,dhsv_closure_a,2,0,17276330.0,17276330.0,,,18852350.0,18852350.0,116.75,116.76
5580,2,dhsv_closure_a,2,0,17276330.0,17276330.0,,,18852350.0,18852350.0,116.75,116.76
5640,2,dhsv_closure_a,2,0,17276330.0,17276330.0,,,18852350.0,18852350.0,116.77,116.76
5700,2,dhsv_closure_a,2,0,17277805.0,17276330.0,,,18852350.0,18852350.0,116.79,116.76
5760,2,dhsv_closure_a,2,0,17280905.0,17276330.0,,,18852350.0,18852350.0,116.81,116.76
5820,2,dhsv_closure_a,2,0,17284005.0,17276330.0,,,18852350.0,18852350.0,116.83,116.76
5880,2,dhsv_closure_a,2,0,17287105.0,17276330.0,,,18852350.0,18852350.0,116.82,116.76
5940,2,dhsv_closure_a,2,0,17290205.0,17276330.0,,,18852350.0,18852350.0,116.8,116.77
6000,2,dhsv_closure_a,2,0,17293305.0,17276330.0,,,18852350.0,18852350.0,116.79,116.77
6060,2,dhsv_closure_a,2,0,17296280.0,17276330.0,,,18852350.0,18852350.0,116.78,116.77
6120,2,dhsv_closure_a,2,0,17296280.0,17276330.0,,,18852350.0,18852350.0,116.77,116.77
6180,2,dhsv_closure_a,2,0,17296280.0,17276330.0,,,18852350.0,18852350.0,116.76,116.77
6240,2,dhsv_closure_a,2,0,17296280.0,17276330.0,,,18852350.0,18852350.0,116.78,116.77
6300,2,dhsv_closure_a,2,0,17296280.0,17276330.0,,,18852350.0,18852350.0,116.77,116.77
6360,2,dhsv_closure_a,2,0,17296280.0,17276330.0,,,18852350.0,18852350.0,116.78,116.77
6420,2,dhsv_closure_a,2,0,17296280.0,17276330.0,,,18852350.0,18852350.0,116.8,116.77
6480,2,dhsv_closure_a,2,0,17296280.0,17276330.0,,,18852350.0,18852350.0,116.81,116.77
6540,2,dhsv_closure_a,2,0,17296280.0,17277067.5,,,18852350.0,18852350.0,116.82,116.77
6600,2,dhsv_closure_a,2,0,17296280.0,17279355.0,,,18852350.0,18852350.0,116.83,116.77
6660,2,dhsv_closure_a,2,0,17296280.0,17282455.0,,,18852350.0,18852350.0,116.81,116.77
6720,2,dhsv_closure_a,2,0,17296280.0,17285555.0,,,18852350.0,18852350.0,116.78,116.77
6780,2,dhsv_closure_a,2,0,17296280.0,17288655.0,,,18852350.0,18852350.0,116.76,116.77
6840,2,dhsv_closure_a,2,0,17296280.0,17291755.0,,,18852350.0,18852350.0,116.7,116.77
6900,2,dhsv_closure_a,2,0,17296280.0,17294792.5,,,18852350.0,18852350.0,116.62,116.77
6960,2,dhsv_closure_a,2,0,17296280.0,17296280.0,,,18852350.0,18852350.0,116.54,116.77
7020,2,dhsv_closure_a,2,0,17296280.0,17296280.0,,,18852350.0,18852350.0,116.46,116.77
7080,2,dhsv_closure_a,2,0,17296280.0,17296280.0,,,18852350.0,18852350.0,116.38,116.77
7140,2,dhsv_closure_a,2,0,17296280.0,17296280.0,,,18852350.0,18852350.0,116.29,116.77
7200,2,dhsv_closure_a,2,0,17296280.0,17296280.0,,,18852350.0,18852350.0,116.21,116.77
7260,2,dhsv_closure_a,2,0,17295905.0,17296280.0,,,18767315.0,18852350.0,116.13,116.77
7320,2,dhsv_closure_a,2,0,17286765.0,17296280.0,,,18438145.0,18852350.0,116.05,116.77
7380,2,dhsv_closure_a,2,102,17277625.0,17296280.0,,,17825440.0,18852350.0,111.67,116.77
7440,2,dhsv_closure_a,2,102,17261655.0,17296280.0,,,17286805.0,18852350.0,100.4,116.77
7500,2,dhsv_closure_a,2,102,17228785.0,17296280.0,,,16793950.0,18852350.0,90.37,116.77
7560,2,dhsv_closure_a,2,102,17161285.0,17296280.0,,,16363040.0,18852350.0,81.89,116.76
7620,2,dhsv_closure_a,2,102,17122885.0,17296280.0,,,15932130.0,18852350.0,75.12,116.76
7680,2,dhsv_closure_a,2,102,17074635.0,17296280.0,,,15507800.0,18852350.0,68.76,116.73
7740,2,dhsv_closure_a,2,102,17015190.0,17296280.0,,,15150535.0,18852350.0,64.39,116.66
7800,2,dhsv_closure_a,2,102,16969440.0,17296280.0,,,14811395.0,18852350.0,60.04,116.58
7860,2,dhsv_closure_a,2,102,16819155.0,17296280.0,,,14474080.0,18852350.0,56.45,116.5
7920,2,dhsv_closure_a,2,102,16459600.0,17296280.0,,,14154890.0,18852350.0,53.57,116.42
7980,2,dhsv_closure_a,2,102,16154760.0,17296280.0,,,13837060.0,18852350.0,51.22,116.33
8040,2,dhsv_closure_a,2,102,15874875.0,17296280.0,,,13533295.0,18852350.0,48.75,116.25
8100,2,dhsv_closure_a,2,102,15630495.0,17296092.5,,,13238680.0,18809832.5,46.92,116.17
8160,2,dhsv_closure_a,2,102,15408550.0,17291335.0,,,12982185.0,18602730.0,45.04,116.09
8220,2,dhsv_closure_a,2,102,15206565.0,17282195.0,,,12723010.0,18131792.5,43.64,113.86
8280,2,dhsv_closure_a,2,102,14989610.0,17269640.0,,,12463660.0,17556122.5,42.33,106.03
8340,2,dhsv_closure_a,2,102,14827520.0,17245220.0,,,12223105.0,17040377.5,41.08,95.39
8400,2,dhsv_closure_a,2,102,14641325.0,17195035.0,,,11964925.0,16578495.0,39.69,86.13
8460,2,dhsv_closure_a,2,102,14455960.0,17142085.0,,,11743150.0,16147585.0,38.48,78.5
8520,2,dhsv_closure_a,2,102,14278500.0,17098760.0,,,11490135.0,15719965.0,37.47,71.94
8580,2,dhsv_closure_a,2,102,14099860.0,17044912.5,,,11268020.0,15329167.5,36.52,66.58
8640,2,dhsv_closure_a,2,102,13934110.0,16992315.0,,,11048570.0,14980965.0,35.61,62.22
8700,2,dhsv_closure_a,2,102,13774520.0,16894297.5,,,10829130.0,14642737.5,34.77,58.24
8760,2,dhsv_closure_a,2,102,13614920.0,16639377.5,,,10591225.0,14314485.0,33.96,55.01
8820,2,dhsv_closure_a,2,102,13455320.0,16307180.0,,,10351835.0,13995975.0,33.28,52.4
8880,2,dhsv_closure_a,2,102,13281925.0,16014817.5,,,10175705.0,13685177.5,32.59,49.99
8940,2,dhsv_closure_a,2,102,13100275.0,15752685.0,,,9965150.5,13385987.5,31.83,47.84
9000,2,dhsv_closure_a,2,102,12939545.0,15519522.5,,,9762863.5,13110432.5,31.16,45.98
9060,2,dhsv_closure_a,2,102,12762740.0,15307557.5,,,9549030.5,12852597.5,30.51,44.34
9120,2,dhsv_closure_a,2,102,12573715.0,15098087.5,,,9314456.0,12593335.0,29.91,42.98
9180,2,dhsv_closure_a,2,102,12404650.0,14908565.0,,,9105318.5,12343382.5,29.33,41.7
9240,2,dhsv_closure_a,2,102,12255525.0,14734422.5,,,9026850.0,12094015.0,28.69,40.38
9300,2,dhsv_closure_a,2,102,12147295.0,14548642.5,,,9002079.0,11854037.5,27.94,39.08
9360,2,dhsv_closure_a,2,102,12067495.0,14367230.0,,,8951872.5,11616642.5,27.28,37.97
9420,2,dhsv_closure_a,2,102,11998170.0,14189180.0,,,8929845.5,11379077.5,26.59,36.99
9480,2,dhsv_closure_a,2,102,11948795.0,14016985.0,,,8919871.0,11158295.0,25.98,36.06
9540,2,dhsv_closure_a,2,102,11898425.0,13854315.0,,,8891525.5,10938850.0,25.41,35.19
9600,2,dhsv_closure_a,2,102,11849050.0,13694720.0,,,8865757.0,10710177.5,24.76,34.36
9660,2,dhsv_closure_a,2,102,11821120.0,13535120.0,,,8845807.5,10471530.0,24.18,33.62
9720,2,dhsv_closure_a,2,102,11795850.0,13368622.5,,,8825858.5,10263770.0,23.71,32.93
9780,2,dhsv_closure_a,2,102,11748800.0,13191100.0,,,8782301.5,10070427.75,23.24,32.21
9840,2,dhsv_closure_a,2,102,11696105.0,13019910.0,,,8746060.0,9864007.0,22.77,31.49
9900,2,dhsv_closure_a,2,102,11663355.0,12851142.5,,,8714306.5,9655947.0,22.33,30.84
9960,2,dhsv_closure_a,2,102,11636255.0,12668227.5,,,8686211.0,9431743.25,21.96,30.21
10020,2,dhsv_closure_a,2,102,11596355.0,12489182.5,,,8666261.5,9209887.25,21.55,29.62
10080,2,dhsv_closure_a,2,102,11563605.0,12330087.5,,,8622704.5,9066084.25,21.15,29.01
10140,2,dhsv_closure_a,2,102,11536265.0,12201410.0,,,8586463.0,9014464.5,20.66,28.31
10200,2,dhsv_closure_a,2,102,11503425.0,12107395.0,,,8566514.0,8976975.75,20.33,27.61
10260,2,dhsv_closure_a,2,102,11468510.0,12032832.5,,,8534360.5,8940859.0,19.99,26.94
10320,2,dhsv_closure_a,2,102,11423625.0,11973482.5,,,8506332.5,8924858.25,19.68,26.29
10380,2,dhsv_closure_a,2,102,11404745.0,11923610.0,,,8488116.5,8905698.25,19.29,25.7
10440,2,dhsv_closure_a,2,102,11387055.0,11873737.5,,,8460947.0,8878641.25,18.91,25.09
10500,2,dhsv_closure_a,2,102,11362945.0,11835085.0,,,8429859.0,8855782.25,18.62,24.47
10560,2,dhsv_closure_a,2,102,11327205.0,11808485.0,,,8409909.0,8835833.0,18.47,23.94
10620,2,dhsv_closure_a,2,102,11631430.0,11772325.0,,,8403140.5,8804080.0,18.43,23.47
10680,2,dhsv_closure_a,2,102,15211875.0,11772325.0,,,8413032.5,8764180.75,18.35,23.0
10740,2,dhsv_closure_a,2,102,15200580.0,11772325.0,,,8469591.5,8730183.25,18.23,22.55
10800,2,dhsv_closure_a,2,102,15168330.0,11772325.0,,,8529939.5,8700258.75,18.07,22.14
10860,2,dhsv_closure_a,2,102,15173650.0,11772325.0,,,8501511.5,8676236.25,17.96,21.75
10920,2,dhsv_closure_a,2,102,15118955.0,11772325.0,,,8474330.0,8644483.0,17.83,21.35
10980,2,dhsv_closure_a,2,102,15164170.0,11772325.0,,,8464355.0,8604583.75,17.64,20.9
11040,2,dhsv_closure_a,2,102,15236490.0,11772325.0,,,8455942.0,8576488.5,17.51,20.5
11100,2,dhsv_closure_a,2,102,15180300.0,11772325.0,,,8449642.5,8550437.25,17.28,20.16
11160,2,dhsv_closure_a,2,102,15214045.0,11772325.0,,,8443342.5,8532150.0,17.05,19.84
11220,2,dhsv_closure_a,2,102,15206560.0,11772325.0,,,8433516.5,8518136.0,16.85,19.49
11280,2,dhsv_closure_a,2,102,15214045.0,11772325.0,,,8417002.5,8503922.0,16.62,19.1
11340,2,dhsv_closure_a,2,102,15160680.0,11772325.0,,,8410352.5,8494814.0,16.35,18.76
11400,2,dhsv_closure_a,2,102,15134365.0,11772325.0,,,8403703.0,8481223.25,16.18,18.54
11460,2,dhsv_closure_a,2,102,15185620.0,11772325.0,,,8396194.0,8471960.75,15.92,18.45
11520,2,dhsv_closure_a,2,102,15163340.0,13433877.5,,,8386219.5,8466973.25,15.72,18.39
11580,2,dhsv_closure_a,2,102,15259095.0,15126660.0,,,8376244.5,8462651.0,15.45,18.29
11640,2,dhsv_closure_a,2,102,15147215.0,15140790.0,,,8366270.0,8458444.5,15.25,18.15
11700,2,dhsv_closure_a,2,102,14271930.0,15140790.0,,,8357153.5,8452792.25,15.05,18.02
11760,2,dhsv_closure_a,2,102,14286890.0,15140790.0,,,8350504.0,8446492.5,14.88,17.9
11820,2,dhsv_closure_a,2,102,14315260.0,15140790.0,,,8343854.0,8438429.5,14.64,17.74
11880,2,dhsv_closure_a,2,102,14328560.0,15140790.0,,,8333768.5,8431687.75,14.42,17.58
11940,2,dhsv_closure_a,2,102,14341860.0,15140790.0,,,8324126.5,8423430.75,14.29,17.4
12000,2,dhsv_closure_a,2,102,14369345.0,15140790.0,,,8334314.5,8415017.5,14.08,17.17
12060,2,dhsv_closure_a,2,102,14306005.0,15140790.0,,,8317144.0,8411692.5,13.87,16.95
12120,2,dhsv_closure_a,2,102,14338515.0,15140790.0,,,8298414.0,8410130.75,13.71,16.73
12180,2,dhsv_closure_a,2,102,14246280.0,15140790.0,,,8291763.5,8406806.0,13.52,16.48
12240,2,dhsv_closure_a,2,102,14286885.0,15140790.0,,,8285114.0,8403421.75,13.36,16.27
12300,2,dhsv_closure_a,2,102,14351390.0,15140790.0,,,8278460.5,8399667.25,13.17,16.05
12360,2,dhsv_closure_a,2,102,14391525.0,15140790.0,,,8271773.5,8391206.75,13.0,15.82
12420,2,dhsv_closure_a,2,102,14426395.0,15140790.0,,,8265086.5,8381232.0,12.82,15.58
12480,2,dhsv_closure_a,2,2,14313820.0,15126660.0,,,8260368.5,8371257.25,12.67,15.35
12540,2,dhsv_closure_a,2,2,15884850.0,15126660.0,,,8263546.5,8361711.75,12.52,15.15
12600,2,dhsv_closure_a,2,2,19051845.0,15126660.0,,,8267536.0,8353828.75,12.41,14.97
12660,2,dhsv_closure_a,2,2,21680200.0,15126660.0,,,8271526.0,8347179.0,12.31,14.76
12720,2,dhsv_closure_a,2,2,23228285.0,15140790.0,,,8273587.5,8339084.25,12.25,14.53
0,3,dhsv_closure_b,2,0,17504300.0,17504300.0,1949992.0,1949992.0,17549350.0,17549350.0,111.92,111.92
60,3,dhsv_closure_b,2,0,17500245.0,17502272.5,1951128.0,1950560.0,17549820.0,17549585.0,111.92,111.92
120,3,dhsv_closure_b,2,0,17499450.0,17500245.0,1950352.0,1950352.0,17548730.0,17549350.0,111.91,111.92
180,3,dhsv_closure_b,2,0,17501855.0,17501050.0,1949007.0,1950172.0,17548610.0,17549040.0,111.89,111.91
240,3,dhsv_closure_b,2,0,17501200.0,17501200.0,1946759.5,1949992.0,17550300.0,17549350.0,111.93,111.92
300,3,dhsv_closure_b,2,0,17501665.0,17501432.5,1949708.0,1949850.0,17549850.0,17549585.0,111.93,111.92
360,3,dhsv_closure_b,2,0,17496325.0,17501200.0,1950976.5,1949992.0,17549215.0,17549350.0,111.93,111.92
420,3,dhsv_closure_b,2,0,17504485.0,17501432.5,1952283.5,1950172.0,17549480.0,17549415.0,111.93,111.92
480,3,dhsv_closure_b,2,0,17499715.0,17501200.0,1950200.0,1950200.0,17547725.0,17549350.0,111.93,111.93
540,3,dhsv_closure_b,2,0,17502515.0,17501432.5,1948034.5,1950096.0,17549480.0,17549415.0,111.93,111.93
600,3,dhsv_closure_b,2,0,17491195.0,17501200.0,1947302.5,1949992.0,17548925.0,17549350.0,111.92,111.93
660,3,dhsv_closure_b,2,0,17481955.0,17500722.5,1946223.0,1949850.0,17550920.0,17549415.0,111.92,111.93
720,3,dhsv_closure_b,2,0,17481190.0,17500245.0,1947529.5,1949708.0,17543455.0,17549350.0,111.92,111.92
780,3,dhsv_closure_b,2,0,17483685.0,17499980.0,1950673.5,1949850.0,17549060.0,17549282.5,111.92,111.92
840,3,dhsv_closure_b,2,0,17480370.0,17499715.0,1949973.0,1949973.0,17548840.0,17549215.0,111.9,111.92
900,3,dhsv_closure_b,2,0,17493815.0,17499582.5,1950390.0,1949982.5,17548245.0,17549137.5,111.93,111.92
960,3,dhsv_closure_b,2,0,17488690.0,17499450.0,1949992.0,1949992.0,17548895.0,17549060.0,111.93,111.92
1020,3,dhsv_closure_b,2,0,17480970.0,17497887.5,1950598.0,1949992.0,17548610.0,17548992.5,111.93,111.93
1080,3,dhsv_closure_b,2,0,17485760.0,17496325.0,1950825.0,1949992.0,17546960.0,17548925.0,111.93,111.93
1140,3,dhsv_closure_b,2,0,17494900.0,17495612.5,1948855.0,1949992.0,17545915.0,17548910.0,111.95,111.93
1200,3,dhsv_closure_b,2,0,17493740.0,17494900.0,1950750.0,1949992.0,17548665.0,17548895.0,111.92,111.93
1260,3,dhsv_closure_b,2,0,17503030.0,17495612.5,1947245.5,1949992.0,17550075.0,17548910.0,111.92,111.93
1320,3,dhsv_closure_b,2,0,17502965.0,17496325.0,1947662.0,1949992.0,17548820.0,17548895.0,111.9,111.92
1380,3,dhsv_closure_b,2,0,17501750.0,17497887.5,1947871.0,1949982.5,17549850.0,17548910.0,111.93,111.93
1440,3,dhsv_closure_b,2,0,17495240.0,17496325.0,1948136.0,1949973.0,17550300.0,17548925.0,111.93,111.93
1500,3,dhsv_closure_b,2,0,17501240.0,17497887.5,1950049.0,1949982.5,17548820.0,17548910.0,111.93,111.93
1560,3,dhsv_closure_b,2,0,17504565.0,17499450.0,1950219.0,1949992.0,17549435.0,17548925.0,111.93,111.93
1620,3,dhsv_closure_b,2,0,17505415.0,17499582.5,1952719.0,1949992.0,17549025.0,17548975.0,111.93,111.93
1680,3,dhsv_closure_b,2,0,17497270.0,17499450.0,1949159.0,1949992.0,17548360.0,17548925.0,111.92,111.93
1740,3,dhsv_closure_b,2,0,17492365.0,17498360.0,1951242.0,1949992.0,17549480.0,17548975.0,111.92,111.93
1800,3,dhsv_closure_b,2,0,17491410.0,17496797.5,1946279.5,1949982.5,17549265.0,17548975.0,111.92,111.93
1860,3,dhsv_closure_b,2,0,17478830.0,17495782.5,1948117.0,1949840.5,17548415.0,17548910.0,111.92,111.93
1920,3,dhsv_closure_b,2,0,17479450.0,17495070.0,1947075.0,1949433.5,17549650.0,17548975.0,111.92,111.93
1980,3,dhsv_closure_b,2,0,17480885.0,17494357.5,1950901.0,1949840.5,17549350.0,17549042.5,111.92,111.93
2040,3,dhsv_closure_b,2,0,17481475.0,17493777.5,1952561.0,1949982.5,17548990.0,17549007.5,111.92,111.92
2100,3,dhsv_closure_b,2,0,17482855.0,17493052.5,1949992.0,1949992.0,17548375.0,17548957.5,111.93,111.92
2160,3,dhsv_closure_b,2,0,17499200.0,17493052.5,1949992.0,1949992.0,17549240.0,17548957.5,111.92,111.92
2220,3,dhsv_closure_b,2,0,17480730.0,17491887.5,1950408.5,1949992.0,17548175.0,17548910.0,111.9,111.92
2280,3,dhsv_closure_b,2,0,17480960.0,17491302.5,1948334.5,1949982.5,17547820.0,17548910.0,111.93,111.92
2340,3,dhsv_closure_b,2,0,17481305.0,17489942.5,1948780.0,1949982.5,17546120.0,17548867.5,111.93,111.92
2400,3,dhsv_closure_b,2,0,17481655.0,17487225.0,1947997.0,1949982.5,17547210.0,17548830.0,111.93,111.92
2460,3,dhsv_closure_b,2,0,17481325.0,17487225.0,1950446.0,1949992.0,17547200.0,17548820.0,111.93,111.92
2520,3,dhsv_closure_b,2,0,17479150.0,17487225.0,1947492.0,1949992.0,17547285.0,17548820.0,111.93,111.93
2580,3,dhsv_closure_b,2,0,17479150.0,17487225.0,1946133.5,1949982.5,17544975.0,17548742.5,111.93,111.93
2640,3,dhsv_closure_b,2,0,17479165.0,17487225.0,1946566.5,1949575.5,17546630.0,17548637.5,111.94,111.93
2700,3,dhsv_closure_b,2,0,17479755.0,17484307.5,1950418.0,1949575.5,17548680.0,17548672.5,111.94,111.93
2760,3,dhsv_closure_b,2,0,17480335.0,17482255.0,1951564.0,1949575.5,17548730.0,17548672.5,111.94,111.93
2820,3,dhsv_closure_b,2,0,17479995.0,17482255.0,1953666.0,1949575.5,17548610.0,17548672.5,111.94,111.93
2880,3,dhsv_closure_b,2,0,17479090.0,17481565.0,1955018.5,1949575.5,17542135.0,17548672.5,111.94,111.93
2940,3,dhsv_closure_b,2,0,17478190.0,17481400.0,1949939.0,1949965.5,17549520.0,17548705.0,111.93,111.93
3000,3,dhsv_closure_b,2,0,17479020.0,17481315.0,1946374.0,1949549.0,17548555.0,17548705.0,111.93,111.93
3060,3,dhsv_closure_b,2,0,17479020.0,17481132.5,1944689.0,1949549.0,17548780.0,17548705.0,111.93,111.93
3120,3,dhsv_closure_b,2,0,17478215.0,17480922.5,1946431.0,1949549.0,17550200.0,17548705.0,111.92,111.93
3180,3,dhsv_closure_b,2,0,17478915.0,17480807.5,1948634.5,1949549.0,17549800.0,17548705.0,111.92,111.93
3240,3,dhsv_closure_b,2,0,17479610.0,17480532.5,1951166.0,1949965.5,17548925.0,17548705.0,111.92,111.93
3300,3,dhsv_closure_b,2,0,17480305.0,17480320.0,1951605.5,1949965.5,17549820.0,17548705.0,111.92,111.93
3360,3,dhsv_closure_b,2,0,17481005.0,17480320.0,1948098.0,1949549.0,17549730.0,17548705.0,111.93,111.93
3420,3,dhsv_closure_b,2,0,17481700.0,17480320.0,1946819.5,1948969.5,17543560.0,17548645.0,111.93,111.93
3480,3,dhsv_closure_b,2,0,17481195.0,17480320.0,1946962.0,1948707.25,17548780.0,17548705.0,111.93,111.93
3540,3,dhsv_closure_b,2,0,17479970.0,17480150.0,1945825.0,1948484.5,17548510.0,17548645.0,111.93,111.93
3600,3,dhsv_closure_b,2,0,17478740.0,17479982.5,1947605.5,1948484.5,17549075.0,17548645.0,111.93,111.93
3660,3,dhsv_closure_b,2,0,17477520.0,17479982.5,1951446.5,1948707.25,17548415.0,17548645.0,111.93,111.93
3720,3,dhsv_closure_b,2,0,17476860.0,17479982.5,1948810.0,1948795.0,17547200.0,17548582.5,111.93,111.93
3780,3,dhsv_closure_b,2,0,17479410.0,17479862.5,1947098.0,1948707.25,17548610.0,17548582.5,111.92,111.93
3840,3,dhsv_closure_b,2,0,17479795.0,17479775.0,1948363.0,1948498.75,17549730.0,17548582.5,111.91,111.93
3900,3,dhsv_closure_b,2,0,17480175.0,17479775.0,1948969.0,1948498.75,17550140.0,17548610.0,111.89,111.93
3960,3,dhsv_closure_b,2,0,17480385.0,17479775.0,1950371.0,1948498.75,17548925.0,17548610.0,111.94,111.93
4020,3,dhsv_closure_b,2,0,17478335.0,17479682.5,1950181.5,1948498.75,17549240.0,17548645.0,111.93,111.93
4080,3,dhsv_closure_b,2,0,17479840.0,17479682.5,1950598.0,1948707.25,17549390.0,17548705.0,111.93,111.93
4140,3,dhsv_closure_b,2,0,17481155.0,17479682.5,1948855.0,1948722.25,17548610.0,17548705.0,111.93,111.93
4200,3,dhsv_closure_b,2,0,17481155.0,17479682.5,1948451.5,1948722.25,17548610.0,17548705.0,111.93,111.93
4260,3,dhsv_closure_b,2,0,17481010.0,17479682.5,1947555.0,1948543.0,17548730.0,17548730.0,111.88,111.93
4320,3,dhsv_closure_b,2,0,17479850.0,17479775.0,1948603.0,1948618.75,17548675.0,17548730.0,111.92,111.93
4380,3,dhsv_closure_b,2,0,17481110.0,17479817.5,1950474.5,1948722.25,17547260.0,17548730.0,111.92,111.93
4440,3,dhsv_closure_b,2,0,17482590.0,17479845.0,1949462.0,1948832.5,17547260.0,17548730.0,111.92,111.93
4500,3,dhsv_closure_b,2,0,17481335.0,17479910.0,1949947.5,1948832.5,17548675.0,17548730.0,111.92,111.93
4560,3,dhsv_closure_b,2,0,17479535.0,17479845.0,1949916.0,1948832.5,17548890.0,17548755.0,111.91,111.93
4620,3,dhsv_closure_b,2,0,17478520.0,17479817.5,1946377.5,1948722.25,17548400.0,17548755.0,111.91,111.93
4680,3,dhsv_closure_b,2,0,17480300.0,17479845.0,1946543.5,1948618.75,17549060.0,17548780.0,111.91,111.93
4740,3,dhsv_closure_b,2,0,17479375.0,17479845.0,1945219.0,1948527.25,17549060.0,17548780.0,111.89,111.92
4800,3,dhsv_closure_b,2,0,17479775.0,17479845.0,1948325.5,1948527.25,17548830.0,17548805.0,111.92,111.92
4860,3,dhsv_closure_b,2,0,17480180.0,17479910.0,1949468.0,1948618.75,17548310.0,17548805.0,111.95,111.92
4920,3,dhsv_closure_b,2,0,17480560.0,17480072.5,1950219.0,1948722.25,17548595.0,17548755.0,111.92,111.92
4980,3,dhsv_closure_b,2,0,17480560.0,17480177.5,1949581.5,1948832.5,17549240.0,17548755.0,111.92,111.92
5040,3,dhsv_closure_b,2,0,17480560.0,17480240.0,1947719.0,1948706.5,17548675.0,17548702.5,111.92,111.92
5100,3,dhsv_closure_b,2,0,17480560.0,17480240.0,1946683.5,1948527.25,17547215.0,17548675.0,111.92,111.92
5160,3,dhsv_closure_b,2,0,17480560.0,17480240.0,1945257.0,1948527.25,17542140.0,17548675.0,111.92,111.92
5220,3,dhsv_closure_b,2,0,17479020.0,17480177.5,1948325.0,1948527.25,17548645.0,17548675.0,111.92,111.92
5280,3,dhsv_closure_b,2,0,17479500.0,17480072.5,1950977.0,1948706.5,17549680.0,17548675.0,111.92,111.92
5340,3,dhsv_closure_b,2,0,17478510.0,17480012.5,1950825.0,1948832.5,17548145.0,17548675.0,111.92,111.92
5400,3,dhsv_closure_b,2,0,17479840.0,17480012.5,1947586.5,1948832.5,17547460.0,17548660.0,111.92,111.92
5460,3,dhsv_closure_b,2,0,17480560.0,17480177.5,1946355.5,1948706.5,17547780.0,17548660.0,111.92,111.92
5520,3,dhsv_closure_b,2,0,17480560.0,17480240.0,1947227.0,1948527.25,17547900.0,17548660.0,111.92,111.92
5580,3,dhsv_closure_b,2,0,17480560.0,17480342.5,1947643.0,1948527.25,17548315.0,17548660.0,111.92,111.92
5640,3,dhsv_closure_b,2,0,17480560.0,17480472.5,1948136.0,1948527.25,17548915.0,17548660.0,111.92,111.92
5700,3,dhsv_closure_b,2,0,17480875.0,17480560.0,1950129.0,1948527.25,17543305.0,17548627.5,111.9,111.92
5760,3,dhsv_closure_b,2,0,17480690.0,17480560.0,1950546.0,1948527.25,17547395.0,17548610.0,111.91,111.92
5820,3,dhsv_closure_b,2,0,17480105.0,17480560.0,1944992.0,1948388.5,17546925.0,17548602.5,111.89,111.92
5880,3,dhsv_closure_b,2,0,17481010.0,17480560.0,1946876.5,1948325.25,17547690.0,17548497.5,111.92,111.92
5940,3,dhsv_closure_b,2,0,17479690.0,17480560.0,1948552.0,1948325.25,17547625.0,17548357.5,111.92,111.92
6000,3,dhsv_closure_b,2,0,17480320.0,17480560.0,1948022.0,1948230.5,17547000.0,17548312.5,111.92,111.92
6060,3,dhsv_closure_b,2,0,17479510.0,17480440.0,1948817.5,1948325.25,17548420.0,17548312.5,111.92,111.92
6120,3,dhsv_closure_b,2,0,17480025.0,17480440.0,1950825.0,1948325.25,17547260.0,17548227.5,111.92,111.92
6180,3,dhsv_closure_b,2,0,17481415.0,17480440.0,1947795.0,1948230.5,17548610.0,17548312.5,111.92,111.92
6240,3,dhsv_closure_b,2,0,17481400.0,17480440.0,1944931.5,1948079.0,17548730.0,17548357.5,111.92,111.92
6300,3,dhsv_closure_b,2,0,17480480.0,17480400.0,1949297.5,1948079.0,17547330.0,17548312.5,111.88,111.92
6360,3,dhsv_closure_b,2,0,17479560.0,17480400.0,1947974.5,1947998.25,17548720.0,17548312.5,111.89,111.92
6420,3,dhsv_closure_b,2,0,17478645.0,17480400.0,1947151.0,1947998.25,17547860.0,17548227.5,111.9,111.92
6480,3,dhsv_closure_b,2,0,17478090.0,17480400.0,1947845.5,1947998.25,17547010.0,17548022.5,111.9,111.92
6540,3,dhsv_closure_b,2,0,17480695.0,17480520.0,1951052.0,1948079.0,17548245.0,17548022.5,111.91,111.92
6600,3,dhsv_closure_b,2,0,17480355.0,17480520.0,1948931.5,1948079.0,17547755.0,17547880.0,111.91,111.92
6660,3,dhsv_closure_b,2,0,17477875.0,17480520.0,1946606.0,1947998.25,17548160.0,17547880.0,111.91,111.92
6720,3,dhsv_closure_b,2,0,17478055.0,17480417.5,1947019.5,1947910.0,17548265.0,17547880.0,111.91,111.92
6780,3,dhsv_closure_b,2,0,17478340.0,17480337.5,1946962.0,1947820.25,17548520.0,17547880.0,111.92,111.92
6840,3,dhsv_closure_b,2,0,17478625.0,17480212.5,1950011.0,1947910.0,17548770.0,17547880.0,111.92,111.92
6900,3,dhsv_closure_b,2,0,17478910.0,17480065.0,1948602.5,1947998.25,17548595.0,17548022.5,111.92,111.92
6960,3,dhsv_closure_b,2,0,17479060.0,17479932.5,1950389.5,1948079.0,17548610.0,17548152.5,111.9,111.92
7020,3,dhsv_closure_b,2,0,17478525.0,17479932.5,1950389.5,1948079.0,17546310.0,17548022.5,111.91,111.92
