step,esp_id,label,rms_broadband,peak1x,peak2x,median_8_13hz,coeff_a,coeff_b,baseline_rms,baseline_peak1x
254,1,Normal,0.135546087734025,0.07696,0.00843,0.00024,0.0004185518363607223,-8.01931474747053,0.11821309191455912,0.0702
255,1,Normal,0.0829361109529498,0.04996,0.00531,0.003025,-0.001390371978478929,-5.424513637165708,0.11821309191455912,0.0702
256,1,Normal,0.10226586722851373,0.0589,0.00317,0.000475,0.00014018922988236277,-7.378734228832399,0.1050883537790939,0.0689
257,1,Normal,0.12719188574747997,0.07295,0.00633,0.00026000000000000003,0.0004805058329551331,-7.795059574438625,0.11821309191455912,0.0702
258,1,Normal,0.020314465289541835,0.01073,0.00506,0.000375,-0.000984966605391381,-7.521350143540849,0.11821309191455912,0.0702
259,1,Normal,0.11685738915447325,0.06908,0.00285,0.00126,-0.00017209220950584295,-6.663587087503094,0.11685738915447325,0.06908
260,1,Normal,0.013434165400202574,0.006,0.00417,0.001095,-0.000952880028389377,-6.753776311486748,0.1050883537790939,0.0689
261,1,Normal,0.19365132506647093,0.12883,0.0039,0.0004,-0.00030260738064004025,-7.568234589783407,0.11685738915447325,0.06908
262,1,Normal,0.05419603675546765,0.03492,0.00899,0.002065,-0.0031439047834856313,-5.521991370734155,0.11685738915447325,0.06908
263,1,Normal,0.20292145475528212,0.13023,0.00069,0.001225,-0.0013905405082015457,-5.799407168177751,0.11685738915447325,0.06908
264,1,Normal,0.20230656736744854,0.12188,0.00659,0.00039,-0.0011432870214090466,-6.610369290352111,0.11685738915447325,0.06908
265,1,Normal,0.06376122489413139,0.04157,0.00182,0.00064,-0.0004065531988021915,-6.856528656282904,0.10226586722851373,0.0589
266,1,Normal,0.14828189066774136,0.08534,0.00888,0.000355,-0.00025077630944736885,-7.703211402864591,0.11685738915447325,0.06908
267,1,Rubbing,0.037647624095020926,0.02273,0.00698,0.00616,-0.0017085397873073031,-4.610059843063996,0.11685738915447325,0.06908
268,1,Normal,0.12723432555721748,0.0857,0.00473,0.00108,-0.0013929439087264452,-6.521111368735575,0.11685738915447325,0.06908
269,1,Unbalance,0.2532513228000991,0.16922,0.00427,0.001655,-0.002305467930147588,-5.450941466372063,0.11685738915447325,0.06908
270,1,Unbalance,0.33844038411513483,0.21493,0.01473,0.0033949999999999996,-0.0014515900794773863,-5.345597743016127,0.12719188574747997,0.07295
271,1,Normal,0.1706489164923118,0.09579,0.00766,0.001295,0.0007468047303262379,-6.537917361391205,0.12723432555721748,0.08534
272,1,Normal,0.19769150917528047,0.12479,0.00119,0.001545,-0.0009190808931107355,-6.351285913720773,0.14828189066774136,0.0857
273,1,Faulty sensor,0.46306367672275917,0.06859,0.01023,0.61578,-0.0017168865932132309,-0.09285259816583125,0.1706489164923118,0.0857
274,1,Unbalance,0.3448054635588015,0.22096,0.00175,0.00115,-0.0006303177993839819,-6.039323301658926,0.19365132506647093,0.09579
275,1,Rubbing,0.054850109389134316,0.03055,0.00359,0.02531,-0.003074242450301116,-3.092092284752455,0.19365132506647093,0.09579
276,1,Normal,0.11711319780451732,0.06505,0.00081,0.005775000000000001,-0.00260786935440885,-4.6073637113840356,0.1706489164923118,0.0857
277,1,Normal,0.05606365846071767,0.03744,0.00724,0.00077,-0.0007726423940911276,-6.6368804518509545,0.1706489164923118,0.0857
278,1,Normal,0.11560286717897614,0.06913,0.00288,0.011045,-0.003299932377091602,-3.488292953740345,0.14828189066774136,0.08534
279,1,Normal,0.140266615058609,0.08921,0.01101,0.000785,0.0009944600451974445,-7.334892448589519,0.140266615058609,0.08534
280,1,Normal,0.16420597218128213,0.09219,0.00141,0.000415,0.00027492337154394144,-7.127225259496041,0.14828189066774136,0.0857
281,1,Normal,0.0843168731630864,0.04785,0.00386,0.00084,-0.0006324215083378142,-6.794029447962026,0.140266615058609,0.0857
282,1,Normal,0.0988379906716036,0.06473,0.00511,0.00047999999999999996,-0.0005062611165178113,-7.314353142100181,0.140266615058609,0.0857
283,1,Normal,0.015494479662124831,0.00611,0.01199,0.002025,-0.0008772522159578859,-6.108685518217871,0.140266615058609,0.06913
284,1,Normal,0.10724184724257597,0.06719,0.00224,0.000715,-0.000513021119145112,-6.820408993976581,0.11711319780451732,0.06859
285,1,Normal,0.1881870763362883,0.10901,0.0076,0.00105,-0.0020476765300142213,-6.141557737483088,0.11711319780451732,0.06859
286,1,Normal,0.05414568219165772,0.03078,0.00204,0.000325,0.0007487361229517894,-7.727333033036526,0.11560286717897614,0.06719
287,1,Normal,0.17771395668320483,0.10951,0.00305,0.00102,-0.000587325698014972,-6.353841755016132,0.11560286717897614,0.06719
288,1,Normal,0.15051153610271872,0.09834,0.00333,0.00063,-0.00025054628155514165,-6.839992300389713,0.11560286717897614,0.06719
289,1,Normal,0.04501248160232893,0.0292,0.00388,0.00051,0.0003052510781544056,-7.127359959673964,0.10724184724257597,0.06505
290,1,Normal,0.04050319987359024,0.02162,0.00266,0.00059,0.0003300640511039731,-7.496937151876407,0.10724184724257597,0.06505
291,1,Normal,0.09020823299455544,0.058,0.00901,0.00068,0.00013026335094259032,-6.804601034397714,0.0988379906716036,0.06473
292,1,Normal,0.05569748827370943,0.03194,0.00804,0.00246,-0.001662971366140853,-5.246926604811271,0.0988379906716036,0.06473
293,1,Normal,0.02314438592834124,0.01307,0.00984,0.00045,-0.0005330644033456096,-6.940203425054322,0.09020823299455544,0.058
294,1,Rubbing,0.08884309145904368,0.05496,0.00708,0.00666,-0.002191081180357244,-4.357718590645899,0.08884309145904368,0.05496
295,1,Normal,0.09142461320672897,0.05237,0.00426,0.00023,-0.00035790909239718637,-7.856724983013908,0.08884309145904368,0.05237
296,1,Normal,0.21581537155633745,0.1209,0.00179,0.000415,-0.00028428888536113163,-7.515761469481306,0.09020823299455544,0.05496
297,1,Normal,0.11314640206387476,0.06504,0.00783,0.002745,-0.0018288067174642138,-5.434223954835698,0.09020823299455544,0.05496
298,1,Normal,0.259643019547994,0.15033,0.01129,0.00071,-0.0010438614247281785,-6.806003758074781,0.09142461320672897,0.058
299,1,Normal,0.25528468069980226,0.16213,0.00258,0.00058,-0.00021934154593682332,-6.95112242060735,0.09142461320672897,0.058
300,1,Normal,0.0332580681940488,0.02009,0.0077,0.0007650000000000001,0.0002560400495142049,-7.433384495520871,0.09020823299455544,0.05496
301,1,Normal,0.20330016920799648,0.11708,0.00221,0.000535,-0.00010321933238522717,-6.9901054801523035,0.09142461320672897,0.058
302,1,Normal,0.03657183479127073,0.02402,0.0054,0.0019950000000000002,-0.0007879674210060851,-6.24185981289015,0.09020823299455544,0.05496
303,1,Normal,0.08062107912946838,0.05027,0.00309,0.00058,9.42120853077952e-05,-7.167485796092073,0.08884309145904368,0.05237
304,1,Normal,0.04744239770500643,0.02667,0.00147,0.001765,-0.002100953125003827,-5.686409727964084,0.08884309145904368,0.05237
305,1,Rubbing,0.07840310134171989,0.04559,0.01182,0.01143,-0.0023722368693315445,-3.843730868416043,0.08884309145904368,0.05237
306,1,Normal,0.13618485194763771,0.0844,0.00157,0.00037,-0.000540665940970405,-7.324250539465905,0.08884309145904368,0.05237
307,1,Normal,0.2532482155909494,0.16016,0.00353,0.00045,-0.0005295448345204622,-6.917681511452352,0.09142461320672897,0.05496
308,1,Normal,0.06122261755266595,0.04068,0.00127,0.00176,-0.0024070951694136395,-5.789328442925193,0.09142461320672897,0.05496
309,1,Normal,0.03318333617947418,0.022,0.00304,0.000405,0.0007289949066214541,-7.9888152766407785,0.09142461320672897,0.05237
310,1,Normal,0.12998009809197714,0.08122,0.01617,0.00067,0.00030127658897015206,-7.252695700966956,0.11314640206387476,0.06504
311,1,Normal,0.09301327700925283,0.02756,0.00266,0.005425,-0.001662102554749401,-5.309410491741817,0.09301327700925283,0.05027
312,1,Normal,0.041038390562983834,0.02311,0.00213,0.00051,0.0004465410989424333,-7.706239843826542,0.08062107912946838,0.04559
313,1,Normal,0.07682899973317366,0.05073,0.00961,0.00146,-0.0024950642306182406,-5.9311527813378895,0.07840310134171989,0.04559
314,1,Normal,0.17634285043630207,0.10196,0.00202,0.00036,-0.00015905731248327164,-7.324304170642827,0.07840310134171989,0.04559
315,1,Normal,0.1328688537618956,0.08546,0.00604,0.00035,-0.0007447572040414182,-7.299189557672525,0.08062107912946838,0.05027
316,1,Normal,0.14989486382127973,0.08638,0.0098,0.000325,7.204042060834428e-05,-7.266067311904812,0.08062107912946838,0.05027
317,1,Normal,0.14643864244112617,0.09269,0.00116,0.00086,-0.000799428048001424,-6.51827298953095,0.09301327700925283,0.05073
318,1,Normal,0.05718982951539548,0.03339,0.01213,0.00173,-0.0007914474941427756,-5.852582702349434,0.09301327700925283,0.05073
319,1,Normal,0.10255444700255567,0.06763,0.0017,0.00031,-6.919374258127711e-05,-7.522631916733926,0.10255444700255567,0.06763
320,1,Normal,0.13886196635508227,0.08797,0.00146,0.002875,-0.0038740670571588845,-4.638530446603545,0.12998009809197714,0.08122
321,1,Normal,0.13275988814397216,0.08779,0.00253,0.00056,-0.0004712082542750254,-6.961097763278877,0.12998009809197714,0.08122
322,1,Normal,0.13555680285400654,0.09033,0.00547,0.000435,-0.0012525006682755414,-7.249211436607121,0.12998009809197714,0.08122
323,1,Normal,0.051361262640242794,0.029,0.00552,0.00019,-0.00011614962922885635,-7.639409843385998,0.12998009809197714,0.08122
324,1,Normal,0.08678008757773871,0.04946,0.00176,0.00098,-0.0009983446173723082,-6.5051107064164615,0.12998009809197714,0.08122
325,1,Normal,0.13660725895793388,0.08738,0.00195,0.00071,-0.0007110271892015,-6.613696912957406,0.13275988814397216,0.08546
326,1,Normal,0.026550984915818098,0.01504,0.00602,0.000585,0.0006767027251901166,-7.574331257773742,0.13275988814397216,0.08546
327,1,Normal,0.1724777069652771,0.11487,0.00338,0.001275,-0.0007281388685531591,-6.184314756683052,0.1328688537618956,0.08638
328,1,Normal,0.10174812872972161,0.06512,0.00886,0.0007650000000000001,-0.0007051399812158234,-6.5455589958022715,0.1328688537618956,0.08638
329,1,Normal,0.06100134342782952,0.0393,0.00803,0.00117,-0.0018776294517935722,-6.285685063122309,0.13275988814397216,0.08546
330,1,Normal,0.015497974061147477,0.00204,0.00025,0.00044,0.00042063190395521426,-7.706072013492569,0.10255444700255567,0.06763
331,1,Normal,0.23461089744511016,0.13766,0.00469,0.0009,-0.0007641216800391745,-6.667482720299915,0.10255444700255567,0.06763
332,1,Normal,0.20960271062178562,0.11892,0.00053,0.00041,-3.2435647683747763e-05,-7.0949233996988035,0.10255444700255567,0.06763
333,1,Normal,0.16885318859885354,0.09839,0.00379,0.00353,-0.0023734273909300128,-4.912967406439549,0.13275988814397216,0.08738
334,1,Normal,0.08176699823278337,0.04833,0.00707,0.001245,0.0006802644851097813,-7.118196544515544,0.13275988814397216,0.08738
335,1,Normal,0.14417331965381114,0.08199,0.00477,0.001,-0.0010640279246625828,-6.5652566786715045,0.13275988814397216,0.08199
336,1,Rubbing,0.03822406702589352,0.01846,0.00581,0.064255,-0.0034232261375110595,-1.980227767047182,0.10174812872972161,0.06512
337,1,Normal,0.09727439128568217,0.06469,0.00495,0.00044,-0.0013010656837412322,-7.266716613177748,0.09727439128568217,0.06469
338,1,Normal,0.23887294781954693,0.15162,0.00487,0.00084,-0.0007984316549187694,-6.649640735784303,0.10174812872972161,0.06512
339,1,Rubbing,0.15266532972485927,0.09602,0.02754,0.009819999999999999,-0.0028803983985840782,-3.935108289215033,0.13660725895793388,0.08199
340,1,Normal,0.12227155311027992,0.07233,0.00895,0.00045,-0.0005482942040957008,-6.913497252982764,0.12227155311027992,0.07233
341,1,Normal,0.17264119120302665,0.09496,0.00656,0.00082,0.0009731074587283694,-6.843456916960425,0.14417331965381114,0.08199
342,1,Normal,0.14118046394597236,0.08108,0.00257,0.00059,-0.0007217546451279604,-7.0902340406227164,0.14118046394597236,0.08108
343,1,Normal,0.013740189227226822,0.00669,0.00315,0.00047,0.00020563351001401907,-7.726954162888619,0.14118046394597236,0.08108
344,1,Normal,0.06392818940029509,0.042,0.00384,0.0004,0.0007831878989624413,-7.802516430624585,0.14118046394597236,0.08108
345,1,Normal,0.19385992571957722,0.11467,0.00864,0.0008799999999999999,0.0006179292220674656,-7.163374439975102,0.14417331965381114,0.08199
346,1,Rubbing,0.09665146455175938,0.05905,0.00267,0.041955,-0.0033355690793899586,-2.4193115058854464,0.14118046394597236,0.08108
347,1,Normal,0.04698340664532532,0.03079,0.00175,0.00083,-0.0005444063354884028,-7.036919138334507,0.12227155311027992,0.07233
348,1,Normal,0.2012241146085628,0.11661,0.00822,0.000875,-0.0013353693349053334,-6.367341281827437,0.12227155311027992,0.07233
349,1,Normal,0.05246132098984927,0.02997,0.00453,0.000585,0.0005362703228513938,-7.424223971035407,0.12227155311027992,0.07233
350,1,Normal,0.1726683949076958,0.1014,0.00434,0.001695,-0.00012168508301591314,-6.519008315624777,0.12227155311027992,0.07233
351,1,Rubbing,0.04494676629080227,0.02856,0.01004,0.01752,-0.002535910026189247,-3.324385742513858,0.12227155311027992,0.07233
352,1,Normal,0.020851805677206948,0.01094,0.00163,0.00051,0.00017636366409142542,-7.623827687201682,0.12227155311027992,0.07233
353,1,Normal,0.10640941358733257,0.06677,0.00129,0.000545,-0.0008193256362899787,-7.048489892965329,0.10640941358733257,0.06677
354,1,Normal,0.18033417646136854,0.1143,0.00247,0.001745,-0.0012443314000133128,-5.516612380738761,0.10640941358733257,0.06677
355,1,Normal,0.06841479079848159,0.03954,0.00403,0.00064,-1.7237450720385732e-05,-6.7954419880132875,0.09665146455175938,0.05905
356,1,Unbalance,0.25191672215238115,0.16819,0.00184,0.00141,9.824123156047077e-05,-6.745545008116195,0.09665146455175938,0.05905
357,1,Normal,0.1594670128898137,0.09187,0.00409,0.00034,-1.4440505857790517e-05,-7.81797967118495,0.09665146455175938,0.05905
358,1,Unbalance,0.2799566128884974,0.16561,0.00561,0.00051,-5.820379373005211e-05,-7.181866895534389,0.10640941358733257,0.06677
359,1,Faulty sensor,1.1831404523555096,0.01454,9e-05,0.0019,-0.001732056467618429,-5.782592575044659,0.1594670128898137,0.06677
360,1,Rubbing,0.12586316140952444,0.07539,0.00788,0.00481,-0.0016554605394761483,-4.926588775717888,0.12586316140952444,0.06677
361,1,Normal,0.09057800671244648,0.06019,0.00447,0.002765,-0.003752727302977423,-5.148326987938521,0.12586316140952444,0.06677
362,1,Normal,0.23960573782779074,0.13433,0.00055,0.001055,4.1763108647132753e-05,-6.43934536538189,0.1594670128898137,0.07539
363,1,Normal,0.04224088777476155,0.02518,0.00756,0.00073,-0.0005937971902256031,-6.738923900869331,0.12586316140952444,0.06677
364,1,Normal,0.08710839970978689,0.05697,0.00639,0.000755,-0.0007655185523369785,-6.7602258649747755,0.12586316140952444,0.06677
365,1,Normal,0.07790402171903578,0.04571,0.00445,0.001095,-0.0013269240440143327,-6.33066956492349,0.10640941358733257,0.06019
366,1,Normal,0.1008648928022035,0.05742,0.0097,0.00034,-0.0004629637892378077,-7.403339472624192,0.10640941358733257,0.06019
367,1,Normal,0.06586625084214222,0.04153,0.00261,0.00055,0.0005100266233133283,-7.7098878861013285,0.10640941358733257,0.06019
368,1,Normal,0.07790115275141954,0.04806,0.00092,0.00057,2.7098791995609425e-05,-7.029990840868898,0.1008648928022035,0.05742
369,1,Normal,0.06683751192257234,0.04391,0.00816,0.00042,-0.0010432152139470655,-7.160609020253219,0.09057800671244648,0.05697
370,1,Normal,0.0628159748790067,0.03921,0.00296,0.000945,-0.00014813278251645534,-6.8137294671773825,0.09057800671244648,0.05697
371,1,Normal,0.12726811933866233,0.07142,0.00228,0.00051,-0.000869896786010929,-7.110147681013352,0.09057800671244648,0.05697
372,1,Normal,0.056761717732993246,0.03209,0.00831,0.000205,-0.00024205470608449964,-7.31264405690776,0.08710839970978689,0.04806
373,1,Normal,0.06239281689425475,0.03916,0.00306,0.00099,-0.0008915127574981588,-6.759041782465933,0.07790402171903578,0.04571
374,1,Normal,0.092151646756854,0.06083,0.00587,0.00135,-0.0030332497728830154,-5.671474012420189,0.07790402171903578,0.04806
375,1,Normal,0.023535868371487804,0.01424,0.00387,0.00035,-0.000825758004228874,-7.522382054890564,0.07790115275141954,0.04571
376,1,Normal,0.01677044722122818,0.00778,0.00047,0.000405,-0.00011804232435970905,-7.46875048949817,0.06683751192257234,0.04391
377,1,Normal,0.02914550565696193,0.01738,0.00371,0.00038500000000000003,0.0008327339680905023,-7.617203756470929,0.06586625084214222,0.04153
378,1,Normal,0.02861833503193364,0.01776,0.00661,0.000445,-0.00043436990807260343,-6.906008548686116,0.06586625084214222,0.04153
379,1,Normal,0.06428549136469285,0.037,0.00562,0.00018,-2.7195258186436545e-05,-7.5372578176552745,0.06428549136469285,0.03921
380,1,Normal,0.04068930572029953,0.02484,0.00479,0.00030000000000000003,-0.0001789434671377971,-7.742765998385049,0.0628159748790067,0.03916
381,1,Normal,0.07457908688097489,0.04766,0.00359,0.00072,-0.0013959320135357228,-6.558467102111695,0.0628159748790067,0.03916
382,1,Normal,0.07530527936340187,0.04893,0.00636,0.00191,-3.800128584882674e-05,-6.508678337301884,0.0628159748790067,0.03916
383,1,Rubbing,0.056655914960399324,0.0329,0.00444,0.00632,-0.0021419729483512736,-4.535797897124413,0.06239281689425475,0.037
384,1,Rubbing,0.431090150316613,0.1526,0.01213,0.270095,-0.001207556950471634,-1.0449802430197288,0.06239281689425475,0.037
385,1,Normal,0.11420853777191965,0.06426,0.00247,0.00044,-0.000153542537598363,-6.999935566455311,0.06239281689425475,0.037
386,1,Normal,0.0661255283532767,0.0413,0.01226,0.00109,6.330526695591226e-05,-6.97129992753725,0.06239281689425475,0.037
387,1,Normal,0.19728720105470604,0.12765,0.00689,0.00051,-0.0008570152379029639,-7.299917077467175,0.06428549136469285,0.03916
388,1,Normal,0.1097669303570069,0.06872,0.00269,0.001115,-0.0010466137661233525,-6.467940765049545,0.0661255283532767,0.0413
389,1,Normal,0.08127445970291036,0.05192,0.00623,0.00147,-0.0024791038983438683,-5.87388103230038,0.0661255283532767,0.0413
390,1,Normal,0.09641303801872443,0.05639,0.00166,0.000975,-0.0012171391276453146,-6.443102750167044,0.07457908688097489,0.04766
391,1,Normal,0.024530464732654376,0.01472,0.00237,0.000225,-0.0009091673230683222,-7.4654386069410545,0.07457908688097489,0.04766
392,1,Normal,0.05525690364108362,0.0327,0.00553,0.00102,-0.00041134718054857924,-6.8003634704154425,0.07457908688097489,0.04766
393,1,Normal,0.08372570931320916,0.05559,0.00264,0.00074,-0.0001250000601633269,-7.219709564680087,0.07530527936340187,0.04893
394,1,Normal,0.1026583265010686,0.06816,0.00869,0.001625,-0.003346484350192094,-5.556482387940472,0.08127445970291036,0.05192
395,1,Rubbing,0.046828103741236415,0.02824,0.00419,0.012889999999999999,-0.0029154409256978995,-3.7592030039357858,0.08127445970291036,0.05192
396,1,Normal,0.08435381911923134,0.05548,0.00164,0.00472,-0.0020751552258487706,-4.83306761527637,0.08372570931320916,0.05548
397,1,Normal,0.1366262105161378,0.08623,0.01288,0.0006850000000000001,-0.0006202804967816219,-6.842816490905387,0.08435381911923134,0.05559
398,1,Unbalance,0.2748538779060612,0.18259,0.00118,0.0013700000000000001,-0.0005195741471094944,-6.455794337725033,0.09641303801872443,0.05639
399,1,Normal,0.03759959042330115,0.02558,0.00549,0.0007,-0.0006671388749933976,-6.474273220333615,0.08435381911923134,0.05559
400,1,Normal,0.08216594732612775,0.05102,0.00336,0.000495,-0.0005480272242734145,-6.90154615606754,0.08372570931320916,0.05548
401,1,Normal,0.12269468529647076,0.08119,0.00476,0.00111,-0.0011061229835510938,-6.4527653927242365,0.08435381911923134,0.05559
402,1,Normal,0.23158551595469004,0.13711,0.0043,0.00134,-0.00067930962729492,-6.448194813555031,0.08435381911923134,0.05559
403,1,Normal,0.04943498457570307,0.02226,0.00344,0.000435,6.174551836682344e-05,-6.977548107268092,0.08372570931320916,0.05548
404,1,Normal,0.22626704532476666,0.15285,0.01058,0.001565,-0.0009716946754033715,-6.245011761468575,0.08435381911923134,0.05559
405,1,Normal,0.027843613271269232,0.01553,0.00309,0.00103,-0.0012469789526381831,-6.01553671129375,0.08372570931320916,0.05548
406,1,Normal,0.156250438399385,0.10339,0.01898,0.000585,0.000731488468446377,-7.185960559396792,0.08435381911923134,0.05559
407,1,Normal,0.04775100103662749,0.0271,0.00973,0.00029,0.00041339665026111276,-7.311523169440758,0.08435381911923134,0.05559
408,1,Unbalance,0.2987312029232969,0.19947,0.00212,0.00165,-0.00015211197309377634,-6.415358957231588,0.1026583265010686,0.06816
409,1,Normal,0.014109355052588337,0.00498,0.01184,0.00202,-0.0010482178694347678,-5.7680137092703285,0.08435381911923134,0.05548
410,1,Normal,0.12583674264697095,0.07049,0.00102,0.00061,-0.0006798561894543685,-6.766334652842125,0.12269468529647076,0.07049
411,1,Unbalance,0.28822465439306194,0.19238,0.0017,0.000505,-0.0003993916872259886,-6.93253995884258,0.12583674264697095,0.08119
412,1,Normal,0.17042853223565588,0.09562,0.00656,0.000335,0.00026956357562184566,-7.725372821290269,0.12583674264697095,0.08119
413,1,Unbalance,0.2992623908879965,0.19899,0.00582,0.0015,-0.0010862955007103492,-6.263450681027745,0.12583674264697095,0.08119
414,1,Normal,0.20963113509209455,0.13189,0.01468,0.00127,-0.0009544186974729847,-6.392078513421852,0.156250438399385,0.09562
415,1,Normal,0.26343884508553406,0.15405,0.00192,0.00048,-0.0001553622844739006,-7.1283713915914015,0.17042853223565588,0.10339
416,1,Normal,0.07705088383659203,0.04283,0.0022,0.0006050000000000001,0.0004984139239474261,-7.494110077501868,0.17042853223565588,0.10339
417,1,Normal,0.11399107596649835,0.07095,0.00367,0.00033,-0.0006621515306781225,-7.590686406485945,0.156250438399385,0.09562
418,1,Unbalance,0.3284913036900673,0.2199,0.00133,0.0007750000000000001,0.0001524552792391155,-6.754819478381292,0.17042853223565588,0.10339
419,1,Normal,0.04094787540276052,0.02227,0.00925,0.00074,-0.0002761036494806598,-6.767247516857777,0.156250438399385,0.09562
420,1,Normal,0.026826930499033987,0.0139,0.00262,0.00063,0.0003187167918169612,-7.436384837971601,0.156250438399385,0.09562
421,1,Normal,0.19649396784634382,0.10949,0.00367,0.00034,-0.001000105346242987,-6.964944376577006,0.17042853223565588,0.09562
422,1,Faulty sensor,0.003914651964095914,0.00066,6e-05,0.0025450000000000004,-0.00269163206846382,-5.331876746716501,0.17042853223565588,0.09562
423,1,Normal,0.17191065324755184,0.1061,0.00159,0.0019399999999999999,-0.00019614392180251883,-6.304000644801431,0.17042853223565588,0.09562
424,1,Normal,0.04775455999169084,0.02131,0.0024,0.00283,-0.0010341042268688025,-5.477461607035675,0.17042853223565588,0.09562
425,1,Rubbing,0.07967399073725377,0.05223,0.00507,0.01127,-0.001940277435899902,-4.064538768542495,0.17042853223565588,0.09562
426,1,Normal,0.06219423687127289,0.03478,0.00168,0.001155,-0.0010477908780746298,-6.20311484596378,0.11399107596649835,0.07095
427,1,Normal,0.022558960525697985,0.01447,0.01025,0.00021,-0.00020036351539960527,-7.357083959553814,0.07967399073725377,0.05223
428,1,Normal,0.08967530373519791,0.05503,0.002,0.00044,-0.0008928763215307346,-7.126784107034294,0.07967399073725377,0.05223
429,1,Normal,0.0437683778543368,0.02328,0.00709,0.00027,-0.0003728497353669664,-7.199341095280567,0.07705088383659203,0.04283
430,1,Normal,0.3471478451611071,0.20007,0.00948,0.00058,-0.001120989854755873,-6.924458837924414,0.07705088383659203,0.04283
431,1,Normal,0.22875847459711734,0.15222,0.00277,0.00151,-3.231462890722019e-05,-6.578580990656681,0.07967399073725377,0.05223
432,1,Faulty sensor,0.26744126027971077,0.04195,0.01162,2.069865,-0.003770325969968358,1.6645541134853998,0.07967399073725377,0.04195
433,1,Normal,0.1644766934857337,0.09271,0.00094,0.00091,-0.00035844920645011644,-6.4497126256846355,0.07967399073725377,0.04195
434,1,Normal,0.14570388018168906,0.08412,0.00228,0.000415,-0.000668658605034285,-7.08811367198752,0.08967530373519791,0.05223
435,1,Rubbing,0.07371684814206314,0.0441,0.00941,0.0526,-0.00311566703193569,-2.266425895639418,0.08967530373519791,0.05223
436,1,Rubbing,0.09063890776040937,0.05721,0.00118,0.046005000000000004,-0.00335709725847764,-2.0556715181485155,0.08967530373519791,0.05223
437,1,Rubbing,0.06846381014813593,0.04091,0.0078,0.008820000000000001,-0.0019776724906106755,-4.265713676349014,0.08967530373519791,0.05223
438,1,Normal,0.14464325597828612,0.08226,0.00997,0.00025,0.00016762459282145792,-7.670938045189766,0.08967530373519791,0.05223
439,1,Normal,0.0734682482437141,0.04067,0.00348,0.00021500000000000002,0.00034093944691491817,-7.776932250492722,0.08967530373519791,0.05223
440,1,Rubbing,0.03162806032623563,0.01746,0.00155,0.01808,-0.00272023207125834,-3.3320922861883764,0.08967530373519791,0.0441
441,1,Normal,0.10061146753725442,0.05779,0.01426,0.00039,-3.928860883473738e-06,-7.408442845472926,0.09063890776040937,0.05503
442,1,Normal,0.10785993417390909,0.06642,0.00155,0.001585,-0.0006277484373609395,-6.235208306086346,0.10061146753725442,0.05721
443,1,Normal,0.10844342211494434,0.07142,0.00466,0.00035,-0.00028358607871248033,-7.215350441824027,0.10785993417390909,0.05779
444,1,Rubbing,0.0454006784090282,0.02638,0.00101,0.073115,-0.004277763211466905,-1.7994797057926717,0.10785993417390909,0.05779
445,1,Normal,0.019033533565788567,0.01272,0.00457,0.00055,-0.0008359811107305326,-7.0579526328886955,0.10061146753725442,0.05721
446,1,Normal,0.11636881197296807,0.06691,0.00533,0.00035,-0.0006218362108812756,-7.43117569242024,0.10061146753725442,0.05721
447,1,Normal,0.15203528274713077,0.09892,0.00348,0.00075,0.0006119134847534707,-7.566475867088857,0.10061146753725442,0.05779
448,1,Normal,0.12266608129389311,0.07939,0.0005,0.000405,-0.0006823481918719008,-7.453678134774286,0.10061146753725442,0.05779
449,1,Normal,0.07432280134655851,0.04153,0.00241,0.00066,-0.0008271518836905002,-6.991362097538735,0.09063890776040937,0.05721
450,1,Normal,0.04346769720148515,0.02724,0.00522,0.000895,0.0007383921379365002,-7.355491564000957,0.09063890776040937,0.05721
451,1,Normal,0.06503065046576115,0.04128,0.00831,0.000655,0.0002156598022875003,-6.915619414809585,0.07432280134655851,0.04153
452,1,Normal,0.07143874858926352,0.04748,0.0056,0.00207,0.0006639573771897404,-6.732484828700532,0.07432280134655851,0.04748
453,1,Normal,0.052817728084422574,0.0342,0.00644,0.000585,-0.00023410841308122771,-6.882087732462849,0.0734682482437141,0.04153
454,1,Normal,0.13563780999411632,0.07627,0.00107,0.00030000000000000003,-4.1130155639304356e-05,-7.497875343779513,0.07432280134655851,0.04748
455,1,Normal,0.026234229548435385,0.01559,0.00263,0.001015,-0.000940992715617791,-6.844113173390153,0.07432280134655851,0.04748
456,1,Normal,0.025683483019247996,0.01463,0.00273,0.00022,0.0003172209985305491,-7.6645706879202,0.07143874858926352,0.04153
457,1,Normal,0.1999477339206424,0.13303,0.00152,0.001485,-0.0007443790625603878,-6.4197646641312645,0.07143874858926352,0.04153
458,1,Unbalance,0.3250660165258743,0.20772,0.00389,0.0019199999999999998,-0.0023773337239684313,-5.194812122204152,0.07143874858926352,0.04153
459,1,Normal,0.04610208672066808,0.02585,0.00339,0.00043,8.111769317262367e-05,-7.615816698632634,0.07143874858926352,0.04153
460,1,Normal,0.016423671940220923,0.00915,0.00749,0.00059,0.0005289628063353909,-7.420629384317988,0.07143874858926352,0.04153
461,1,Normal,0.14497987929364542,0.09376,0.00373,0.000375,-0.0011692891526510197,-7.448357772540978,0.07143874858926352,0.04153
462,1,Normal,0.036130300303208115,0.02312,0.00697,0.0023,-0.0006743128766672304,-6.065265693628504,0.06503065046576115,0.04128
